id,system,user,intent
792,Please confirm: 4 tickets in economy From San Francisco to Sacramento on March 14th at 7:20 am.,That works. Which station does it get in to?,"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: destination_station_name
Slot values: {}"
793,749 Taylor Street. Reach them at +1 415-673-3277.,Any 3 star hotels?,"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'star_rating': '3'}"
794,"I have a top notch option next Tuesday. Just pick up the Chevrolet Cruze, standard, at Charles de Gaulle International Airport.",How much in U.S. dollars?,"Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: total_price
Slot values: {}"
795,Leaving from?,"Long Beach, two tickets.","Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'travelers': '2', 'from_location': 'Long Beach'}"
796,What do you want?,"I want Sports something in Seattle, WA on the 10th.","Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Sports', 'city': 'Seattle , WA', 'date': 'the 10th'}"
797,Do you have a preferred time?,I think if we leave around 10:15 in the morning that should be good.,"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'departure_time': '10 : 15 in the morning'}"
798,I found 10 options including a home at 100 Capitol Mall. The rating is 4.4.,Do they have laundry service? What is the phone number?,"Service name: Hotels_2
Active intent: SearchHouse
Requested slots: has_laundry_service, phone_number
Slot values: {}"
799,How about a Cooper? It's a Compact car. There's one available on March 1st at Intercity Terminal.,How much would that one cost?,"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: total_price
Slot values: {}"
800,Amber Run Brooklyn is a very popular event taking place at Warsaw on March 14th starting 6 pm.,That sounds good. But did you have any other events?,"Service name: Events_1
Active intent: FindEvents
Requested slots: 
Slot values: {}"
801,"Can you please confirm that you want to book a Standard car which you will pick up from BART Station on March 10th at 2 pm, and that you will need the car till March 13th?",Yes that is what I want.,"Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {}"
802,"No, they don't.","Okay, can I make reservations please?","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'restaurant_name': '[CLS]'}"
803,,find one way flights,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}"
804,Your reservation has been made successfully. Their number is +1 404-524-5555.,Thanks. I'd also like to find a flight to go there on March 1st. I'd like to fly on Alaska Airlines if possible.,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'airlines': 'Alaska Airlines', 'departure_date': 'March 1st', 'destination_city': '[CLS]'}"
805,"To confirm: You'd like 4 Economy tickets for the United Airlines flight the departs from Washington on March 8th to Atlanta, correct?","Yes, that is correct.","Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {}"
806,"Okay, please confirm: you are booking tickets for Timbers vs DC United in Portland.","Yes, that's correct. Where is that happening? What time does it start?","Service name: Events_1
Active intent: BuyEventTickets
Requested slots: event_location, time
Slot values: {}"
807,,Can you help me to find event dates for Sara Bareilles?,"Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'event_name': 'Sara Bareilles'}"
808,"Again, confirming that you would like a reservation for 4 people at Lapats Thai Noodles Bar","Yes, that's perfect! Can you tell me if the restaurant is reasonably priced? And also, what is the exact location of the restaurant?","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: price_range, street_address
Slot values: {'date': '[CLS]'}"
809,Which date do you want to check?,The 5th of March.,"Service name: Calendar_1
Active intent: GetEvents
Requested slots: 
Slot values: {'event_date': '5th of March'}"
810,Shall I reserve it for you?,"Not right now. I need a bus ticket, too please. I'd like an economy extra fare please.","Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'fare_type': 'Economy extra', 'destination': '[CLS]'}"
811,On what day would you like to see it?,How about Thursday next week.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_date': 'Thursday next week'}"
812,"I have confirmed that ticket, and the origin station will be union station.",Thanks so much for your help.,"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}"
813,Ticket confirmed!,When and which airport does the flight arrive?,"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: destination_airport, outbound_arrival_time
Slot values: {}"
814,"Your ticket is verified, and yes - it can be refunded. The plane will arrive at PHL International Airport.",Thank you for your assistance.,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}"
815,How about some baseball? Maybe you'd like to go to Mets vs Braves at Citi Field,Yes that seems fun,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_name': 'Mets vs Braves'}"
816,,Can you find me a one-way flight for the 4th of March?,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'departure_date': '4th of March'}"
817,Happy to help. What's the airport you want to fly out of and what's your return date?,"I want a flight out of CDMX, and make my return date March 9th, please.","Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'origin_city': 'CDMX', 'return_date': 'March 9th'}"
818,There's an 8:10 am bus with 0 transfers for $25.,Good.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'leaving_time': '8 : 10 am'}"
819,"No, it doesn't look like the best place for kids. You can reach them at (212) 415-5788.","Ok, thanks. Can you tell me what other interesting things there are to do there?","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}"
820,I was able to confirm you reservation.,Great! Thanks a lot for your help.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}"
821,Do you want me to buy it for you?,"Yes, please.","Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}"
822,There are 2 restaurants. How about Lokanta Grill & Bar located in Walnut Creek?,Can you find me their address?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: street_address
Slot values: {}"
823,So 2 tickets on a bus that leaves from San Francisco to Long Beach at 7:50 am on March 6th. Is that correct?,"Yes, that's correct.","Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}"
824,Please confirm: 4 tickets to Alejandro Sanz in San Diego on March 9th.,Yes that's it.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}"
825,"Kindly ensure that, you wish to go to Art Gallery of New South Wales. The shared ride has been booked for 2 persons.",Okay. it is good. How much time the ride will take and what is the cost?,"Service name: RideSharing_1
Active intent: GetRide
Requested slots: approximate_ride_duration, ride_fare
Slot values: {}"
826,I found 5 hotels. Andaz Delhi - A Concept By Hyatt is rated 4.6.,What's the address?,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: street_address
Slot values: {}"
827,till when do you want it?,three in the afternoon till 11th of this month,"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'dropoff_date': '11th of this month', 'pickup_time': 'three in the afternoon'}"
828,Please confirm you want me to reserve a table for 2 people at 11 am at Aperto in San Francisco today.,"Yes, perfect. Is it in the very fancy price range?","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: price_range
Slot values: {'party_size': '2', 'date': 'today'}"
829,What else are you interested in?,I'd really like to find a nice Concert around town.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Music'}"
830,They're located at 1008 Blossom Hill Road.,That sounds great.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'restaurant_name': '[CLS]'}"
831,"To confirm, you want a table for 4 at Comal in Berkeley at 11 am on March 13th.","Yes, perfect.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}"
832,Jason Isbell is preforming at Prospect Park Bandshell on March 9th at 6 pm.,I like that one.,"Service name: Events_1
Active intent: FindEvents
Requested slots: 
Slot values: {'event_name': 'Jason Isbell'}"
833,I have 4 options. How about an American Airlines flight at 4 pm and returning at 3:40 pm for $310?,What's the arrival and return time?,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: inbound_arrival_time, outbound_arrival_time
Slot values: {}"
834,It costs $44 per night. Any more information you need?,"No, this hotel seems to be okay to me. Thanks and that's all.","Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': '[CLS]'}"
835,"I have Little, Long Shot or Pet Sematary.",I want Long Shot.What time?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'movie_name': 'Long Shot'}"
836,Is there something else I can help you with?,"I also need to book 2 rooms in a hotel there, so I have a place to stay in.","Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'number_of_rooms': '2', 'destination': '[CLS]'}"
837,"That flight leaves from Dulles International Airport, and arrives at SFO International Airport.",That's not really what I want. Please find something else.,"Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}"
838,,Will you find child-friendly attractions?,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'good_for_kids': 'True'}"
839,Are you interested in scheduling an appointment?,"Yes, please schedule one.","Service name: Services_2
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_date': '[CLS]'}"
840,Should I play the film now?,"No thanks, not right now. Right now I want to listen to some music.","Service name: Media_1
Active intent: 
Requested slots: 
Slot values: {}"
841,Which city would you like for the restaurant to be located at?,I want the restaurant to be in SFO.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'city': 'SFO'}"
842,Would you like a shared ride?,A shared ride is ok.,"Service name: RideSharing_1
Active intent: GetRide
Requested slots: 
Slot values: {'shared_ride': 'True'}"
843,"I'll get you 1 ticket to Okkervil River in San Francisco on March 4th, is everything correct?",That's all correct.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}"
844,whether i need to find any other thing?,"No, not now, thanks once again","Service name: Hotels_3
Active intent: 
Requested slots: 
Slot values: {}"
845,I found 9 places you might like. How about B&b Kitchen & Wine Bar in Berkeley?,That sounds good. I'd also like to find a movie to watch. Maybe a Fantasy movie directed by George Miller.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'restaurant_name': 'B & b Kitchen & Wine Bar'}"
846,What date would you like to watch it on?,I wanna watch it on the 1st.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_date': 'the 1st'}"
847,Where do you want to leave from?,Find departures from Ciudad de Mexico.,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'origin': 'Ciudad de Mexico'}"
848,"Teen Spirit, directed by Max Minghella, is now playing.",Thanks a lot.,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}"
849,22101 Redwood Road. Their number is 510-581-7677.,Is there anyone else?,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {}"
850,Your table reservation has been made and you can reach them at 408-270-2578 if you have any questions.,"Awesome, thanks!","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}"
851,Please confirm the following: I am booking you an appointment at 1512 Barber Shop for March 10th at 11:30 am.,"Yes, sounds good.","Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {}"
852,"Your requested movie has started playing, and the movie is directed by Claire Denis.",I appreciate it!,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}"
853,"Okay, I have a table for 2 at Los Palillos Restaurant in San Rafael on March 1st at 5:45 pm, correct?","No, I need it for three people at five pm.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '3', 'time': 'five pm'}"
854,What song?,If You Met Me First. Play it on the television.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {'playback_device': 'TV', 'song_name': 'If You Met Me First'}"
855,The station in Vegas is Union Plaza and the one in SFO is Salesforce transit center.,Explore more options please.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {}"
856,"Sure, which city would you like?",SFO please.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'SFO'}"
857,Should I play that now?,"Yes, definitely, with subtitles please.","Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {'subtitles': 'True'}"
858,I got nothing else. What's next?,Find a funny Neil Burger flick then.,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'directed_by': 'Neil Burger', 'genre': 'funny'}"
859,I have found 10 restaurants. There is a lovely restaurant in San Francisco called Amber.,Is there anything else?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {}"
860,Where do you want to stay?,At the Soho Garden Hotel.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'hotel_name': 'Soho Garden Hotel'}"
861,Please confirm you're booking an appointment at Dukes and Dolls Salon on March 8th at 3:45 pm.,"Yes, that is correct. Where is the place located?","Service name: Services_1
Active intent: BookAppointment
Requested slots: street_address
Slot values: {}"
862,I can't book your appointment. Do you need more help?,Try to see if something open at 15:15.,"Service name: Services_2
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '15 : 15'}"
863,Where does the trip begin and end and when?,Saturday this week I am traveling from Long Beach to LA.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'from_location': 'Long Beach', 'leaving_date': 'Saturday this week', 'to_location': 'LA'}"
864,What date would you like to watch this movie?,I want to watch the movie on next Tuesday.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_date': 'next Tuesday'}"
865,"OK, I found 1 movie. Do you want to watch The Curse of La Llorona?","Yes, I want to watch The Curse of La Llorona.","Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'The Curse of La Llorona'}"
866,The appointment has been set.,What's the rating and phone number please?,"Service name: Services_3
Active intent: BookAppointment
Requested slots: average_rating, phone_number
Slot values: {}"
867,Your required reservation was successfully confirmed.,Thank you for your help. That's all for today.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}"
868,What is your opinion on Delta Airlines which takes off at 5:50 am and returns at 11:55 am with ticket costing $120,Fine and i need to search for a staying house,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'airlines': 'Delta Airlines'}"
869,Do you prefer Star hotels? When is your anticipated check-in and check-out dates?,Please can you look if there is room available at Arthouse Hotel New York City. I can check in on 2nd of March and check out by 14th of this month.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': '2nd of March', 'check_out_date': '14th of this month', 'hotel_name': 'Arthouse Hotel New York City'}"
870,Can I help you with anything else?,"No, thank you.","Service name: Restaurants_1
Active intent: 
Requested slots: 
Slot values: {}"
871,Please confirm you're picking up a Standard car from Union Station on March 3rd at 3 pm and dropping it off on March 7th.,"Yes, that is correct.","Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {}"
872,The destination of the flight you asked for is Seattle-Tacoma International Airport.,This flight seems nice to me. Can you help me to buy the ticket for the one-way flight?,"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {'airlines': 'Air Canada', 'outbound_departure_time': '[CLS]'}"
873,Yes the Dodgers Vs Diamondbacks is on March 12th at Dodger Stadium . It starts at 7 pm.,"Thanks, that sounds good.","Service name: Events_1
Active intent: FindEvents
Requested slots: 
Slot values: {'date': 'March 12th', 'event_name': 'Dodgers Vs Diamondbacks'}"
874,Is there anything else I can help you with?,No. I appreciate your help.,"Service name: Flights_2
Active intent: 
Requested slots: 
Slot values: {}"
875,Leaving March 6th? Departure city?,Leaving Washington later today.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_date': 'later today', 'origin': 'Washington'}"
876,Do you want me to book you a table?,Not right now. Are there any salons there?,"Service name: Restaurants_1
Active intent: 
Requested slots: 
Slot values: {}"
877,Can I do anything else for you?,"No, thanks. It's all for today","Service name: RideSharing_1
Active intent: 
Requested slots: 
Slot values: {}"
878,You have 10. First off it 6:40 am with 1 transfer for $68.,"Nice, thanks for it.","Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'leaving_time': '6 : 40 am'}"
879,What kind of event?,I want to hear Music.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Music'}"
880,Your visit is scheduled!,"Thanks, can you find me a cab too.","Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}"
881,"Okay, Do you like Dumbo, Hellboy or Pet Sematary?","I like pet Sematary movie, Which time can i watch that movie? I want to watch a regular show, i want to watch it on the 1st","Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_type': 'regular', 'movie_name': 'Pet Sematary', 'show_date': 'the 1st'}"
882,Should I use the checking or savings account? How much do you want to transfer and to whom?,Transfer $1350 to Maria from my savings account to hers.,"Service name: Banks_1
Active intent: TransferMoney
Requested slots: 
Slot values: {'account_type': 'savings', 'recipient_account_type': 'savings', 'amount': '$ 1350', 'recipient_account_name': 'Maria'}"
883,The bus arrives at Union Plaza.,"Ok, great. I'd like to book the flight now please.","Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {'airlines': 'Delta Airlines', 'departure_date': '[CLS]', 'destination_city': '[CLS]', 'origin_city': '[CLS]', 'outbound_departure_time': '[CLS]'}"
884,,I would like to buy tickets to an event.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}"
885,Your cab is confirmed and on it's way.,Thank you for the assistance.,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}"
886,I've got 10 matches here - how about a 1 star? Amsterdam Hostel San Francisco has good reviews.,"Yeah, I need a reservation for 2 days.","Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'hotel_name': 'Amsterdam Hostel San Francisco', 'number_of_days': '2'}"
887,It leaves the Union Station.,"Okay, cool. That will be all for now.","Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_time': '[CLS]'}"
888,Sure thing. Hotel Mumbai suit your fancy?,I love Hotel Mumbai.,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'title': 'Hotel Mumbai'}"
889,it went through,thanks a lot,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {}"
890,"Your ticket has been purchased. Departure is from JFK International Airport. Unfortunately, the ticket is not refundable.",Thanks for your help.,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}"
891,You would like to book 1 room at abc hyde park hotel in london from march 5th for 1 day?,I want to check in on the 4th and I need two rooms.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_rooms': '2', 'check_in_date': 'the 4th'}"
892,There is missing link.,Yes missing link is perfect. I would like to find an attraction like a museum.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'missing link'}"
893,When would you like to leave the hotel?,I want to stay until the 12th of this month.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_out_date': '12th of this month'}"
894,,Can you find round trip flights?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}"
895,"Sorry, I couldn't get that ticket. You can get a bus at 3:40 pm that costs $39.",That sounds great to me.,"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'leaving_time': '3 : 40 pm'}"
896,The movie is playing.,Thanks. Will you make a reservation at a restaurant nearby?,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}"
897,I found 1 soccer event. Republic Vs Toros is occuring at Papa Murphy's Park.,What time is the game?,"Service name: Events_2
Active intent: FindEvents
Requested slots: time
Slot values: {}"
898,Any preference on the type of food?,Some american food will be great!,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'american'}"
899,Your one-way ticket has been confirmed. The destination for that flight is SFO International Airport.,What airport does it leave from? What time does the flight arrive?,"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: origin_airport, outbound_arrival_time
Slot values: {}"
900,May I recommend the Place of Worship called American Church in Paris.,"Okay, great. check when I have free time on March 13th.","Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': 'March 13th'}"
901,,When can I watch it?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {}"
902,Your reservation is all set and ready to go.,"Thanks, I will also need transportation there.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}"
903,"I've got a list of 10 places that you might like. First off, there's a Park called Balboa Park.",Okay. When do I have free time?,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}"
904,Do you need anything else?,What about the weather there on March 7th,"Service name: Weather_1
Active intent: GetWeather
Requested slots: 
Slot values: {'city': '[CLS]', 'date': 'March 7th'}"
905,I reserved your seat.,Thank you very much. Are there any fun things to see around Vancouver?,"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}"
906,"There are 4 cars. Seattle-Tacoma International Airport on March 7th there's a Honda Civic, a Standard car.","Yes, I like this one!","Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'pickup_location': 'Seattle - Tacoma International Airport'}"
907,How many bedrooms?,I need two bedrooms.,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'number_of_beds': '2'}"
908,I am going on a vacation to Dallas Texas with six of my friends so there will be seven of us. We are getting a hotel and most likely checking out Saturday the next morning.,"I am planning a trip to London, UK. We are arriving the 1st and we are leaving on the 8th. its going to be just four of us and it should be fun.","Service name: Hotels_2
Active intent: BookHouse
Requested slots: 
Slot values: {'number_of_adults': '4', 'check_out_date': 'the 8th', 'where_to': 'London , UK'}"
909,"What type of doctor are you looking for? For example, Ophthalmologist, Dermatologist, or another type?",I am looking for a General Practitioner. Please find someone in Pleasant Hill.,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'type': 'General Practitioner', 'city': 'Pleasant Hill'}"
910,"Okay, so you want 4 tickets for the Giants Vs Cardinals game, right?","Yup, that's right.","Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}"
911,The song Sorry has started playing on kitchen speaker.,Thank you. That is all I need.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {}"
912,Okay! your booking is confirmed.,"So, how much they charge per night?","Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: price_per_night
Slot values: {}"
913,"I found 1 showtime for Pillow Talk in Stanford Theatre, at 7:30 pm.",What's the location of the theater? What will a ticket cost me?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: price, street_address
Slot values: {}"
914,Its located at 89 South Street and it starts at 7 pm.,That sounds awesome. I would like 2 tickets to it on the 12th.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_tickets': '2', 'date': 'the 12th', 'event_name': '[CLS]'}"
915,"Okay, you'll be checking in on March 7th? And how many days will you be staying?",I want to check in on the 12th of March and stay for one day.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': '12th of March', 'number_of_days': 'one'}"
916,,Can you help me find one-way flights from New York to Philadelphia? I would like to travel in Premium Economy.,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'seating_class': 'Premium Economy', 'destination_city': 'Philadelphia', 'origin_city': 'New York'}"
917,Do you want me to book that ticket?,"No, just looking. That's all for now.","Service name: Buses_2
Active intent: 
Requested slots: 
Slot values: {}"
918,Reviews say it is a nice place to take your kids. Their phone number is 503-228-8131.,Ok. Thanks for the help. That's all for now.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}"
919,How about the Arab world institute that's at the performing arts venue,"What else is there, and can you make sure it's child-friendly","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'good_for_kids': 'True'}"
920,Would you like me to purchase tickets for you?,"No, thank you. Can you search for roundtrip flights for me?","Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}"
921,"Sure! The event is taking place from March 1st and will continue for 6 days. This event, Roy Ayers will take place at Blue Note Napa.",Oh! Is it so? Where it is located?,"Service name: Events_2
Active intent: GetEventDates
Requested slots: venue_address
Slot values: {}"
922,Which city are you departing from and what is the traveling date?,I need to start on Sunday this week and please search for flights from SF,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'departure_date': 'Sunday this week', 'origin': 'SF'}"
923,How about if I get you a ticket?,"No, I don't want that.","Service name: Events_1
Active intent: 
Requested slots: 
Slot values: {}"
924,I regret to inform you that I was not able to make the booking. Would you need anything else.,Can you try again for 14:30 on the 12th? I really need to visit a doctor.,"Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_date': 'the 12th', 'appointment_time': '14 : 30'}"
925,"There are 5 movies that are available are fit your preferences. Would you like After, Pillow Talk or Say Anything?",Are there other ones available?,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {}"
926,How many do you want?,Two tickets please.,"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_seats': '2'}"
927,"To confirm: You wish to reserve a table at 6 pm, for 2 people on March 1st at Bask restaurant in San Francisco. is this correct?",Yes it is. Do they serve alcohol?,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: serves_alcohol
Slot values: {'party_size': '2', 'date': 'March 1st'}"
928,No live music. They can be reached at 415-751-2312.,Any Latin American?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'Latin American'}"
929,Could you confirm that I should make a reservaton for 1 room at Best Western Mission Bay in San Diego on March 4th to March 10th?,That works fine.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}"
930,Please confirm to book a Cab for 2 person to Big Bus Tours Chicago (Tours begin at 98 E. Upper Wacker Dr.).,"Yes, confirmed. Go ahead.","Service name: RideSharing_1
Active intent: GetRide
Requested slots: 
Slot values: {}"
931,There is 1 movie Shazam!?,Shazam sounds like a good movie.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'Shazam !'}"
932,It will arrive at the Sacramento Valley Station.,Is there anything available for March 10th?,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_date': 'March 10th'}"
933,How about Sabaton's Night Witches off of the Heroes album?,What genre is that song?,"Service name: Music_2
Active intent: LookupMusic
Requested slots: genre
Slot values: {}"
934,I have added the event successfully to your calendar.,Thank you so much for the help.,"Service name: Calendar_1
Active intent: AddEvent
Requested slots: 
Slot values: {}"
935,How many tickets would you like?,Two.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_tickets': '2'}"
936,When would be an acceptable time for you visit?,March 11th works best for me to visit the property.,"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {'visit_date': 'March 11th'}"
937,Your bus ticket has been reserved.,Thank you so much for you help. Can you recommend any attractions in the area to me?,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'location': '[CLS]'}"
938,There's 10 of those in San Francisco. One great general practitioner there is Abazari Mina MD.,What's her address and rating?,"Service name: Services_3
Active intent: FindProvider
Requested slots: average_rating, street_address
Slot values: {}"
939,,I'm looking for some bus tickets leaving on the 1st.,"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'departure_date': 'the 1st'}"
