output,input,instruction
"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'fare_type': 'Economy extra', 'destination': '[CLS]'}","system: Shall I reserve it for you?
user: Not right now. I need a bus ticket, too please. I'd like an economy extra fare please.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_date': 'Thursday next week'}","system: On what day would you like to see it?
user: How about Thursday next week.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}","system: I have confirmed that ticket, and the origin station will be union station.
user: Thanks so much for your help.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: destination_airport, outbound_arrival_time
Slot values: {}","system: Ticket confirmed!
user: When and which airport does the flight arrive?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}","system: Your ticket is verified, and yes - it can be refunded. The plane will arrive at PHL International Airport.
user: Thank you for your assistance.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_name': 'Mets vs Braves'}","system: How about some baseball? Maybe you'd like to go to Mets vs Braves at Citi Field
user: Yes that seems fun","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'departure_date': '4th of March'}","system: 
user: Can you find me a one-way flight for the 4th of March?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'origin_city': 'CDMX', 'return_date': 'March 9th'}","system: Happy to help. What's the airport you want to fly out of and what's your return date?
user: I want a flight out of CDMX, and make my return date March 9th, please.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'leaving_time': '8 : 10 am'}","system: There's an 8:10 am bus with 0 transfers for $25.
user: Good.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}","system: No, it doesn't look like the best place for kids. You can reach them at (212) 415-5788.
user: Ok, thanks. Can you tell me what other interesting things there are to do there?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}","system: I was able to confirm you reservation.
user: Great! Thanks a lot for your help.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}","system: Do you want me to buy it for you?
user: Yes, please.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: street_address
Slot values: {}","system: There are 2 restaurants. How about Lokanta Grill & Bar located in Walnut Creek?
user: Can you find me their address?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}","system: So 2 tickets on a bus that leaves from San Francisco to Long Beach at 7:50 am on March 6th. Is that correct?
user: Yes, that's correct.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}","system: Please confirm: 4 tickets to Alejandro Sanz in San Diego on March 9th.
user: Yes that's it.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RideSharing_1
Active intent: GetRide
Requested slots: approximate_ride_duration, ride_fare
Slot values: {}","system: Kindly ensure that, you wish to go to Art Gallery of New South Wales. The shared ride has been booked for 2 persons.
user: Okay. it is good. How much time the ride will take and what is the cost?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: street_address
Slot values: {}","system: I found 5 hotels. Andaz Delhi - A Concept By Hyatt is rated 4.6.
user: What's the address?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'dropoff_date': '11th of this month', 'pickup_time': 'three in the afternoon'}","system: till when do you want it?
user: three in the afternoon till 11th of this month","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: price_range
Slot values: {'party_size': '2', 'date': 'today'}","system: Please confirm you want me to reserve a table for 2 people at 11 am at Aperto in San Francisco today.
user: Yes, perfect. Is it in the very fancy price range?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Music'}","system: What else are you interested in?
user: I'd really like to find a nice Concert around town.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'restaurant_name': '[CLS]'}","system: They're located at 1008 Blossom Hill Road.
user: That sounds great.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}","system: To confirm, you want a table for 4 at Comal in Berkeley at 11 am on March 13th.
user: Yes, perfect.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_1
Active intent: FindEvents
Requested slots: 
Slot values: {'event_name': 'Jason Isbell'}","system: Jason Isbell is preforming at Prospect Park Bandshell on March 9th at 6 pm.
user: I like that one.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: inbound_arrival_time, outbound_arrival_time
Slot values: {}","system: I have 4 options. How about an American Airlines flight at 4 pm and returning at 3:40 pm for $310?
user: What's the arrival and return time?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': '[CLS]'}","system: It costs $44 per night. Any more information you need?
user: No, this hotel seems to be okay to me. Thanks and that's all.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'movie_name': 'Long Shot'}","system: I have Little, Long Shot or Pet Sematary.
user: I want Long Shot.What time?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'number_of_rooms': '2', 'destination': '[CLS]'}","system: Is there something else I can help you with?
user: I also need to book 2 rooms in a hotel there, so I have a place to stay in.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}","system: That flight leaves from Dulles International Airport, and arrives at SFO International Airport.
user: That's not really what I want. Please find something else.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'good_for_kids': 'True'}","system: 
user: Will you find child-friendly attractions?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_2
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_date': '[CLS]'}","system: Are you interested in scheduling an appointment?
user: Yes, please schedule one.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Media_1
Active intent: 
Requested slots: 
Slot values: {}","system: Should I play the film now?
user: No thanks, not right now. Right now I want to listen to some music.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'city': 'SFO'}","system: Which city would you like for the restaurant to be located at?
user: I want the restaurant to be in SFO.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RideSharing_1
Active intent: GetRide
Requested slots: 
Slot values: {'shared_ride': 'True'}","system: Would you like a shared ride?
user: A shared ride is ok.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}","system: I'll get you 1 ticket to Okkervil River in San Francisco on March 4th, is everything correct?
user: That's all correct.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_3
Active intent: 
Requested slots: 
Slot values: {}","system: whether i need to find any other thing?
user: No, not now, thanks once again","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'restaurant_name': 'B & b Kitchen & Wine Bar'}","system: I found 9 places you might like. How about B&b Kitchen & Wine Bar in Berkeley?
user: That sounds good. I'd also like to find a movie to watch. Maybe a Fantasy movie directed by George Miller.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_date': 'the 1st'}","system: What date would you like to watch it on?
user: I wanna watch it on the 1st.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'origin': 'Ciudad de Mexico'}","system: Where do you want to leave from?
user: Find departures from Ciudad de Mexico.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}","system: Teen Spirit, directed by Max Minghella, is now playing.
user: Thanks a lot.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {}","system: 22101 Redwood Road. Their number is 510-581-7677.
user: Is there anyone else?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}","system: Your table reservation has been made and you can reach them at 408-270-2578 if you have any questions.
user: Awesome, thanks!","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {}","system: Please confirm the following: I am booking you an appointment at 1512 Barber Shop for March 10th at 11:30 am.
user: Yes, sounds good.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}","system: Your requested movie has started playing, and the movie is directed by Claire Denis.
user: I appreciate it!","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '3', 'time': 'five pm'}","system: Okay, I have a table for 2 at Los Palillos Restaurant in San Rafael on March 1st at 5:45 pm, correct?
user: No, I need it for three people at five pm.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {'playback_device': 'TV', 'song_name': 'If You Met Me First'}","system: What song?
user: If You Met Me First. Play it on the television.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {}","system: The station in Vegas is Union Plaza and the one in SFO is Salesforce transit center.
user: Explore more options please.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'SFO'}","system: Sure, which city would you like?
user: SFO please.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {'subtitles': 'True'}","system: Should I play that now?
user: Yes, definitely, with subtitles please.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'directed_by': 'Neil Burger', 'genre': 'funny'}","system: I got nothing else. What's next?
user: Find a funny Neil Burger flick then.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {}","system: I have found 10 restaurants. There is a lovely restaurant in San Francisco called Amber.
user: Is there anything else?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'hotel_name': 'Soho Garden Hotel'}","system: Where do you want to stay?
user: At the Soho Garden Hotel.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_1
Active intent: BookAppointment
Requested slots: street_address
Slot values: {}","system: Please confirm you're booking an appointment at Dukes and Dolls Salon on March 8th at 3:45 pm.
user: Yes, that is correct. Where is the place located?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_2
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '15 : 15'}","system: I can't book your appointment. Do you need more help?
user: Try to see if something open at 15:15.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'from_location': 'Long Beach', 'leaving_date': 'Saturday this week', 'to_location': 'LA'}","system: Where does the trip begin and end and when?
user: Saturday this week I am traveling from Long Beach to LA.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_date': 'next Tuesday'}","system: What date would you like to watch this movie?
user: I want to watch the movie on next Tuesday.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'The Curse of La Llorona'}","system: OK, I found 1 movie. Do you want to watch The Curse of La Llorona?
user: Yes, I want to watch The Curse of La Llorona.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_3
Active intent: BookAppointment
Requested slots: average_rating, phone_number
Slot values: {}","system: The appointment has been set.
user: What's the rating and phone number please?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}","system: Your required reservation was successfully confirmed.
user: Thank you for your help. That's all for today.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'airlines': 'Delta Airlines'}","system: What is your opinion on Delta Airlines which takes off at 5:50 am and returns at 11:55 am with ticket costing $120
user: Fine and i need to search for a staying house","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': '2nd of March', 'check_out_date': '14th of this month', 'hotel_name': 'Arthouse Hotel New York City'}","system: Do you prefer Star hotels? When is your anticipated check-in and check-out dates?
user: Please can you look if there is room available at Arthouse Hotel New York City. I can check in on 2nd of March and check out by 14th of this month.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: 
Requested slots: 
Slot values: {}","system: Can I help you with anything else?
user: No, thank you.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {}","system: Please confirm you're picking up a Standard car from Union Station on March 3rd at 3 pm and dropping it off on March 7th.
user: Yes, that is correct.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {'airlines': 'Air Canada', 'outbound_departure_time': '[CLS]'}","system: The destination of the flight you asked for is Seattle-Tacoma International Airport.
user: This flight seems nice to me. Can you help me to buy the ticket for the one-way flight?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_1
Active intent: FindEvents
Requested slots: 
Slot values: {'date': 'March 12th', 'event_name': 'Dodgers Vs Diamondbacks'}","system: Yes the Dodgers Vs Diamondbacks is on March 12th at Dodger Stadium . It starts at 7 pm.
user: Thanks, that sounds good.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_2
Active intent: 
Requested slots: 
Slot values: {}","system: Is there anything else I can help you with?
user: No. I appreciate your help.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_date': 'later today', 'origin': 'Washington'}","system: Leaving March 6th? Departure city?
user: Leaving Washington later today.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: 
Requested slots: 
Slot values: {}","system: Do you want me to book you a table?
user: Not right now. Are there any salons there?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RideSharing_1
Active intent: 
Requested slots: 
Slot values: {}","system: Can I do anything else for you?
user: No, thanks. It's all for today","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'leaving_time': '6 : 40 am'}","system: You have 10. First off it 6:40 am with 1 transfer for $68.
user: Nice, thanks for it.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Music'}","system: What kind of event?
user: I want to hear Music.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}","system: Your visit is scheduled!
user: Thanks, can you find me a cab too.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_type': 'regular', 'movie_name': 'Pet Sematary', 'show_date': 'the 1st'}","system: Okay, Do you like Dumbo, Hellboy or Pet Sematary?
user: I like pet Sematary movie, Which time can i watch that movie? I want to watch a regular show, i want to watch it on the 1st","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Banks_1
Active intent: TransferMoney
Requested slots: 
Slot values: {'account_type': 'savings', 'recipient_account_type': 'savings', 'amount': '$ 1350', 'recipient_account_name': 'Maria'}","system: Should I use the checking or savings account? How much do you want to transfer and to whom?
user: Transfer $1350 to Maria from my savings account to hers.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {'airlines': 'Delta Airlines', 'departure_date': '[CLS]', 'destination_city': '[CLS]', 'origin_city': '[CLS]', 'outbound_departure_time': '[CLS]'}","system: The bus arrives at Union Plaza.
user: Ok, great. I'd like to book the flight now please.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}","system: 
user: I would like to buy tickets to an event.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}","system: Your cab is confirmed and on it's way.
user: Thank you for the assistance.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'hotel_name': 'Amsterdam Hostel San Francisco', 'number_of_days': '2'}","system: I've got 10 matches here - how about a 1 star? Amsterdam Hostel San Francisco has good reviews.
user: Yeah, I need a reservation for 2 days.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_time': '[CLS]'}","system: It leaves the Union Station.
user: Okay, cool. That will be all for now.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'title': 'Hotel Mumbai'}","system: Sure thing. Hotel Mumbai suit your fancy?
user: I love Hotel Mumbai.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {}","system: it went through
user: thanks a lot","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}","system: Your ticket has been purchased. Departure is from JFK International Airport. Unfortunately, the ticket is not refundable.
user: Thanks for your help.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_rooms': '2', 'check_in_date': 'the 4th'}","system: You would like to book 1 room at abc hyde park hotel in london from march 5th for 1 day?
user: I want to check in on the 4th and I need two rooms.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'missing link'}","system: There is missing link.
user: Yes missing link is perfect. I would like to find an attraction like a museum.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_out_date': '12th of this month'}","system: When would you like to leave the hotel?
user: I want to stay until the 12th of this month.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}","system: 
user: Can you find round trip flights?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'leaving_time': '3 : 40 pm'}","system: Sorry, I couldn't get that ticket. You can get a bus at 3:40 pm that costs $39.
user: That sounds great to me.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}","system: The movie is playing.
user: Thanks. Will you make a reservation at a restaurant nearby?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: FindEvents
Requested slots: time
Slot values: {}","system: I found 1 soccer event. Republic Vs Toros is occuring at Papa Murphy's Park.
user: What time is the game?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'american'}","system: Any preference on the type of food?
user: Some american food will be great!","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: origin_airport, outbound_arrival_time
Slot values: {}","system: Your one-way ticket has been confirmed. The destination for that flight is SFO International Airport.
user: What airport does it leave from? What time does the flight arrive?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': 'March 13th'}","system: May I recommend the Place of Worship called American Church in Paris.
user: Okay, great. check when I have free time on March 13th.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {}","system: 
user: When can I watch it?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}","system: Your reservation is all set and ready to go.
user: Thanks, I will also need transportation there.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}","system: I've got a list of 10 places that you might like. First off, there's a Park called Balboa Park.
user: Okay. When do I have free time?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Weather_1
Active intent: GetWeather
Requested slots: 
Slot values: {'city': '[CLS]', 'date': 'March 7th'}","system: Do you need anything else?
user: What about the weather there on March 7th","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}","system: I reserved your seat.
user: Thank you very much. Are there any fun things to see around Vancouver?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'pickup_location': 'Seattle - Tacoma International Airport'}","system: There are 4 cars. Seattle-Tacoma International Airport on March 7th there's a Honda Civic, a Standard car.
user: Yes, I like this one!","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'number_of_beds': '2'}","system: How many bedrooms?
user: I need two bedrooms.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_2
Active intent: BookHouse
Requested slots: 
Slot values: {'number_of_adults': '4', 'check_out_date': 'the 8th', 'where_to': 'London , UK'}","system: I am going on a vacation to Dallas Texas with six of my friends so there will be seven of us. We are getting a hotel and most likely checking out Saturday the next morning.
user: I am planning a trip to London, UK. We are arriving the 1st and we are leaving on the 8th. its going to be just four of us and it should be fun.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'type': 'General Practitioner', 'city': 'Pleasant Hill'}","system: What type of doctor are you looking for? For example, Ophthalmologist, Dermatologist, or another type?
user: I am looking for a General Practitioner. Please find someone in Pleasant Hill.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}","system: Okay, so you want 4 tickets for the Giants Vs Cardinals game, right?
user: Yup, that's right.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {}","system: The song Sorry has started playing on kitchen speaker.
user: Thank you. That is all I need.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: price_per_night
Slot values: {}","system: Okay! your booking is confirmed.
user: So, how much they charge per night?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: price, street_address
Slot values: {}","system: I found 1 showtime for Pillow Talk in Stanford Theatre, at 7:30 pm.
user: What's the location of the theater? What will a ticket cost me?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
