id,system,user,intent,new_system,new_user,system_bf,user_bf,system_bert_bf,user_bert_bf,system_residual,user_residual
849,22101 Redwood Road. Their number is 510-581-7677.,Is there anyone else?,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,I'm looking for a healthcare provider in my area.,"[0.8, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.8, 0.6, 0.8, 0.4]","[0.1527860313653946, 0.21910038590431213, 0.19736319780349731, 0.16026151180267334, 0.2704888582229614]","[0.1667037457227707, 0.2191930115222931, 0.20820295810699463, 0.1646900624036789, 0.24121032655239105]","[0.6472139686346055, 0.38089961409568784, 0.2026368021965027, 0.5397384881973266, 0.029511141777038563]","[0.5332962542772293, 0.580806988477707, 0.39179704189300535, 0.6353099375963212, 0.15878967344760897]"
850,Your table reservation has been made and you can reach them at 408-270-2578 if you have any questions.,"Awesome, thanks!","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",Welcome to our restaurant reservation service! How can I assist you today?,"I would like to make a reservation for two at 7:00 pm tonight, please.","[0.7, 0.8, 0.6, 0.75, 0.45]","[0.6, 0.75, 0.55, 0.7, 0.5]","[0.15214186906814575, 0.21822002530097961, 0.20893703401088715, 0.1500062197446823, 0.270694762468338]","[0.16234344244003296, 0.22190995514392853, 0.21168282628059387, 0.15288525819778442, 0.2511785328388214]","[0.5478581309318542, 0.5817799746990204, 0.39106296598911283, 0.5999937802553177, 0.179305237531662]","[0.437656557559967, 0.5280900448560715, 0.3383171737194062, 0.5471147418022155, 0.2488214671611786]"
851,Please confirm the following: I am booking you an appointment at 1512 Barber Shop for March 10th at 11:30 am.,"Yes, sounds good.","Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {}","Hello, how can I assist you today?",I would like to book an appointment for a counseling session.,"[0.7, 0.6, 0.5, 0.8, 0.4]","[0.6, 0.75, 0.65, 0.7, 0.55]","[0.157199427485466, 0.21719951927661896, 0.19601911306381226, 0.1617467701435089, 0.26783522963523865]","[0.15661446750164032, 0.2184586375951767, 0.21006551384925842, 0.1636829972267151, 0.2511783540248871]","[0.542800572514534, 0.382800480723381, 0.30398088693618774, 0.6382532298564911, 0.13216477036476137]","[0.44338553249835966, 0.5315413624048233, 0.4399344861507416, 0.5363170027732849, 0.29882164597511296]"
852,"Your requested movie has started playing, and the movie is directed by Claire Denis.",I appreciate it!,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,I would like to watch a movie. Can you recommend something exciting?,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.2, 0.6, 0.8, 0.3]","[0.1527860313653946, 0.21910038590431213, 0.19736319780349731, 0.16026151180267334, 0.2704888582229614]","[0.14733949303627014, 0.2222427874803543, 0.20354469120502472, 0.16302409768104553, 0.2638489007949829]","[-0.1527860313653946, -0.21910038590431213, -0.19736319780349731, -0.16026151180267334, -0.2704888582229614]","[0.35266050696372986, -0.022242787480354298, 0.39645530879497526, 0.6369759023189545, 0.03615109920501708]"
853,"Okay, I have a table for 2 at Los Palillos Restaurant in San Rafael on March 1st at 5:45 pm, correct?","No, I need it for three people at five pm.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '3', 'time': 'five pm'}",Welcome to our restaurant! How may I assist you today?,I would like to make a reservation for 3 people at five pm.,"[0.7, 0.8, 0.6, 0.7, 0.5]","[0.8, 0.75, 0.65, 0.75, 0.55]","[0.14850953221321106, 0.22730112075805664, 0.20182329416275024, 0.15596754848957062, 0.26639851927757263]","[0.16007734835147858, 0.2274860292673111, 0.21483871340751648, 0.14790117740631104, 0.24969671666622162]","[0.5514904677867889, 0.5726988792419434, 0.39817670583724973, 0.5440324515104293, 0.23360148072242737]","[0.6399226516485215, 0.5225139707326889, 0.43516128659248354, 0.602098822593689, 0.3003032833337784]"
854,What song?,If You Met Me First. Play it on the television.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {'playback_device': 'TV', 'song_name': 'If You Met Me First'}",Welcome! I see you want to listen to 'If You Met Me First' on your TV. Let's get that playing for you.,"Great, thank you for helping me set it up!","[1.0, 0.8, 0.6, 0.7, 0.4]","[0.8, 0.7, 0.6, 0.8, 0.3]","[0.15007708966732025, 0.21965567767620087, 0.20413357019424438, 0.16238152980804443, 0.2637521028518677]","[0.1537422388792038, 0.2307114452123642, 0.20670825242996216, 0.16407518088817596, 0.2447628676891327]","[0.8499229103326797, 0.5803443223237992, 0.3958664298057556, 0.5376184701919555, 0.13624789714813235]","[0.6462577611207962, 0.46928855478763576, 0.3932917475700378, 0.6359248191118241, 0.0552371323108673]"
855,The station in Vegas is Union Plaza and the one in SFO is Salesforce transit center.,Explore more options please.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {}",Hello! How can I assist you today with finding a bus?,I'm looking for information on bus schedules in the city.,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.8, 0.6, 0.7, 0.6, 0.4]","[0.14648886024951935, 0.21758663654327393, 0.19752344489097595, 0.16223815083503723, 0.27616292238235474]","[0.15501703321933746, 0.20875614881515503, 0.21473824977874756, 0.16241949796676636, 0.2590690851211548]","[0.45351113975048063, 0.5824133634567261, 0.20247655510902407, 0.5377618491649627, 0.023837077617645253]","[0.6449829667806626, 0.39124385118484495, 0.4852617502212524, 0.4375805020332336, 0.14093091487884524]"
856,"Sure, which city would you like?",SFO please.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'SFO'}",Welcome! How can I assist you in finding restaurants in SFO today?,Hello! I'm looking for some nice restaurants to try out in SFO.,"[0.8, 0.7, 0.65, 0.85, 0.5]","[0.75, 0.6, 0.7, 0.8, 0.45]","[0.14402686059474945, 0.21100172400474548, 0.20195627212524414, 0.16546306014060974, 0.27755206823349]","[0.14991572499275208, 0.22247062623500824, 0.20516668260097504, 0.1596914678812027, 0.26275545358657837]","[0.6559731394052506, 0.48899827599525447, 0.4480437278747559, 0.6845369398593902, 0.22244793176651]","[0.6000842750072479, 0.37752937376499174, 0.4948333173990249, 0.6403085321187973, 0.18724454641342164]"
857,Should I play that now?,"Yes, definitely, with subtitles please.","Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {'subtitles': 'True'}",Welcome to our movie service! What genre are you in the mood for tonight?,"I'm feeling adventurous tonight, how about a thriller?","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.8, 0.4, 0.6, 0.7, 0.2]","[0.15108130872249603, 0.22678332030773163, 0.2090940624475479, 0.1562151461839676, 0.25682616233825684]","[0.15882614254951477, 0.22880473732948303, 0.20189401507377625, 0.16282236576080322, 0.2476528435945511]","[-0.15108130872249603, -0.22678332030773163, -0.2090940624475479, -0.1562151461839676, -0.25682616233825684]","[0.6411738574504853, 0.171195262670517, 0.39810598492622373, 0.5371776342391967, -0.047652843594551075]"
858,I got nothing else. What's next?,Find a funny Neil Burger flick then.,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'directed_by': 'Neil Burger', 'genre': 'funny'}",Hello! How can I assist you today in finding a movie directed by Neil Burger and falls under the genre of funny?,"Hi there! I'm looking for a movie that will make me laugh. Neil Burger is one of my favorite directors, so I'm excited to see what he has in the funny genre.","[0.8, 0.6, 0.4, 0.7, 0.2]","[0.7, 0.6, 0.8, 0.75, 0.35]","[0.1448541283607483, 0.22139135003089905, 0.19750843942165375, 0.1629854142665863, 0.2732606828212738]","[0.15203683078289032, 0.219663605093956, 0.20051179826259613, 0.1608867198228836, 0.2669011056423187]","[0.6551458716392518, 0.37860864996910093, 0.20249156057834627, 0.5370145857334137, -0.07326068282127379]","[0.5479631692171096, 0.380336394906044, 0.5994882017374039, 0.5891132801771164, 0.08309889435768125]"
859,I have found 10 restaurants. There is a lovely restaurant in San Francisco called Amber.,Is there anything else?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {}",Welcome! How can I assist you in finding a restaurant today?,Hi there! I'm looking for a restaurant with a cozy atmosphere and unique menu options.,"[0.8, 0.7, 0.6, 0.8, 0.4]","[0.7, 0.6, 0.8, 0.7, 0.5]","[0.14675749838352203, 0.2173435240983963, 0.19811689853668213, 0.1597139537334442, 0.2780682146549225]","[0.15630269050598145, 0.2185775637626648, 0.2043473869562149, 0.15751278400421143, 0.2632596492767334]","[0.653242501616478, 0.48265647590160365, 0.40188310146331785, 0.6402860462665558, 0.12193178534507754]","[0.5436973094940185, 0.3814224362373352, 0.5956526130437851, 0.5424872159957885, 0.2367403507232666]"
860,Where do you want to stay?,At the Soho Garden Hotel.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'hotel_name': 'Soho Garden Hotel'}",Welcome to our hotel reservation service. How can I assist you today?,I'd like to make a reservation at Soho Garden Hotel.,"[0.8, 0.7, 0.6, 0.75, 0.65]","[0.85, 0.75, 0.7, 0.8, 0.6]","[0.15599298477172852, 0.21817916631698608, 0.20449018478393555, 0.154896542429924, 0.2664410471916199]","[0.15810459852218628, 0.2152308076620102, 0.20694184303283691, 0.1561872512102127, 0.2635355293750763]","[0.6440070152282715, 0.48182083368301387, 0.39550981521606443, 0.595103457570076, 0.38355895280838015]","[0.6918954014778137, 0.5347691923379898, 0.49305815696716304, 0.6438127487897873, 0.3364644706249237]"
861,Please confirm you're booking an appointment at Dukes and Dolls Salon on March 8th at 3:45 pm.,"Yes, that is correct. Where is the place located?","Service name: Services_1
Active intent: BookAppointment
Requested slots: street_address
Slot values: {}",Hello! How may I assist you today?,I would like to book an appointment. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.55]","[0.7, 0.8, 0.65, 0.8, 0.45]","[0.14687807857990265, 0.2169756293296814, 0.1962404102087021, 0.16098082065582275, 0.2789250612258911]","[0.1516570895910263, 0.22275656461715698, 0.200238898396492, 0.16612425446510315, 0.25922319293022156]","[0.6531219214200974, 0.48302437067031856, 0.4037595897912979, 0.5890191793441772, 0.27107493877410893]","[0.5483429104089736, 0.5772434353828431, 0.449761101603508, 0.6338757455348969, 0.19077680706977845]"
862,I can't book your appointment. Do you need more help?,Try to see if something open at 15:15.,"Service name: Services_2
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '15 : 15'}",Hello! How can I assist you today?,"I'd like to book an appointment for 15:15, please.","[0.8, 0.7, 0.6, 0.75, 0.4]","[0.65, 0.8, 0.55, 0.7, 0.45]","[0.15056157112121582, 0.21557588875293732, 0.19894838333129883, 0.16186141967773438, 0.27305275201797485]","[0.16547369956970215, 0.21349748969078064, 0.21118895709514618, 0.1558329463005066, 0.25400689244270325]","[0.6494384288787842, 0.48442411124706264, 0.40105161666870115, 0.5881385803222656, 0.12694724798202517]","[0.4845263004302979, 0.5865025103092194, 0.33881104290485387, 0.5441670536994934, 0.19599310755729676]"
863,Where does the trip begin and end and when?,Saturday this week I am traveling from Long Beach to LA.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'from_location': 'Long Beach', 'leaving_date': 'Saturday this week', 'to_location': 'LA'}",Hello! How can I assist you with finding a bus from Long Beach to LA for this Saturday?,Hi there! I need to travel from Long Beach to LA this Saturday. Can you help me find a bus?,"[0.7, 0.8, 0.6, 0.7, 0.4]","[0.6, 0.75, 0.65, 0.8, 0.45]","[0.14535053074359894, 0.2128162384033203, 0.2043256163597107, 0.15648575127124786, 0.2810218334197998]","[0.14108923077583313, 0.21949051320552826, 0.19606924057006836, 0.16579733788967133, 0.2775537073612213]","[0.554649469256401, 0.5871837615966797, 0.3956743836402893, 0.5435142487287521, 0.11897816658020022]","[0.45891076922416685, 0.5305094867944717, 0.45393075942993166, 0.6342026621103287, 0.1724462926387787]"
864,What date would you like to watch this movie?,I want to watch the movie on next Tuesday.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_date': 'next Tuesday'}",Welcome to our movie service! How can I assist you today?,I'd like to know the showtimes for the movie next Tuesday.,"[0.8, 0.7, 0.6, 0.85, 0.5]","[0.75, 0.6, 0.7, 0.8, 0.45]","[0.15339015424251556, 0.22262690961360931, 0.20138874650001526, 0.15816184878349304, 0.26443231105804443]","[0.14884565770626068, 0.21637791395187378, 0.2178409844636917, 0.1574559360742569, 0.25947943329811096]","[0.6466098457574845, 0.47737309038639064, 0.3986112534999847, 0.6918381512165069, 0.23556768894195557]","[0.6011543422937393, 0.3836220860481262, 0.48215901553630824, 0.6425440639257431, 0.19052056670188905]"
865,"OK, I found 1 movie. Do you want to watch The Curse of La Llorona?","Yes, I want to watch The Curse of La Llorona.","Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'The Curse of La Llorona'}",Hello! How can I assist you today in finding information about the movie 'The Curse of La Llorona'?,"I'm really excited to learn more about 'The Curse of La Llorona'! It's a horror movie, right?","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.75, 0.25, 0.5, 0.5, 0.25]","[0.1451852023601532, 0.21300187706947327, 0.20247940719127655, 0.16531534492969513, 0.27401819825172424]","[0.1532054990530014, 0.20751163363456726, 0.20425289869308472, 0.16332143545150757, 0.27170848846435547]","[-0.1451852023601532, -0.21300187706947327, -0.20247940719127655, -0.16531534492969513, -0.27401819825172424]","[0.5967945009469986, 0.04248836636543274, 0.2957471013069153, 0.33667856454849243, -0.02170848846435547]"
866,The appointment has been set.,What's the rating and phone number please?,"Service name: Services_3
Active intent: BookAppointment
Requested slots: average_rating, phone_number
Slot values: {}",Hello! How can I assist you today?,I would like to book an appointment. Can you help me with that?,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.6, 0.4, 0.4, 0.6, 0.3]","[0.15056157112121582, 0.21557588875293732, 0.19894838333129883, 0.16186141967773438, 0.27305275201797485]","[0.1516570895910263, 0.22275656461715698, 0.200238898396492, 0.16612425446510315, 0.25922319293022156]","[0.3494384288787842, 0.2844241112470627, 0.30105161666870117, 0.3381385803222656, 0.22694724798202515]","[0.44834291040897367, 0.17724343538284304, 0.19976110160350802, 0.43387574553489683, 0.04077680706977843]"
867,Your required reservation was successfully confirmed.,Thank you for your help. That's all for today.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",Hello! How can I assist you today with your hotel reservation?,I'm looking to book a room for two for the upcoming weekend getaway.,"[0.7, 0.8, 0.6, 0.65, 0.5]","[0.65, 0.75, 0.6, 0.7, 0.55]","[0.1507941484451294, 0.22560136020183563, 0.19951105117797852, 0.15806888043880463, 0.2660246193408966]","[0.15834689140319824, 0.22814780473709106, 0.21831047534942627, 0.14880816638469696, 0.24638667702674866]","[0.5492058515548706, 0.5743986397981644, 0.40048894882202146, 0.4919311195611954, 0.2339753806591034]","[0.4916531085968018, 0.5218521952629089, 0.3816895246505737, 0.551191833615303, 0.3036133229732514]"
868,What is your opinion on Delta Airlines which takes off at 5:50 am and returns at 11:55 am with ticket costing $120,Fine and i need to search for a staying house,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'airlines': 'Delta Airlines'}",Welcome to our flight booking service. How can I assist you today?,I'm looking for roundtrip flights with Delta Airlines.,"[0.8, 0.7, 0.6, 0.75, 0.55]","[0.75, 0.6, 0.7, 0.8, 0.45]","[0.15647566318511963, 0.21878144145011902, 0.20600876212120056, 0.151746466755867, 0.2669876515865326]","[0.1742931455373764, 0.2195250242948532, 0.2132890522480011, 0.14871540665626526, 0.24417731165885925]","[0.6435243368148804, 0.48121855854988094, 0.3939912378787994, 0.598253533244133, 0.28301234841346745]","[0.5757068544626236, 0.38047497570514677, 0.48671094775199886, 0.6512845933437348, 0.20582268834114076]"
869,Do you prefer Star hotels? When is your anticipated check-in and check-out dates?,Please can you look if there is room available at Arthouse Hotel New York City. I can check in on 2nd of March and check out by 14th of this month.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': '2nd of March', 'check_out_date': '14th of this month', 'hotel_name': 'Arthouse Hotel New York City'}",Welcome to our hotel reservation service! How can I assist you today?,I'd like to make a reservation at the Arthouse Hotel New York City from the 2nd of March to the 14th of this month.,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.75, 0.85, 0.7, 0.8, 0.55]","[0.1527223289012909, 0.22101841866970062, 0.20559079945087433, 0.1568576693534851, 0.26381075382232666]","[0.15305162966251373, 0.21801629662513733, 0.2066718488931656, 0.15956509113311768, 0.2626951038837433]","[0.6472776710987092, 0.47898158133029933, 0.39440920054912565, 0.5931423306465149, 0.18618924617767335]","[0.5969483703374863, 0.6319837033748626, 0.49332815110683437, 0.6404349088668824, 0.28730489611625676]"
870,Can I help you with anything else?,"No, thank you.","Service name: Restaurants_1
Active intent: 
Requested slots: 
Slot values: {}",Welcome to our restaurant! How may I assist you today?,Hi there! I'm excited to try out your menu. Can you recommend some popular dishes?,"[0.75, 0.85, 0.65, 0.8, 0.4]","[0.8, 0.7, 0.75, 0.85, 0.6]","[0.14850953221321106, 0.22730112075805664, 0.20182329416275024, 0.15596754848957062, 0.26639851927757263]","[0.15183411538600922, 0.23252005875110626, 0.2063983976840973, 0.15192089974880219, 0.25732648372650146]","[0.6014904677867889, 0.6226988792419433, 0.4481767058372498, 0.6440324515104294, 0.1336014807224274]","[0.6481658846139908, 0.4674799412488937, 0.5436016023159027, 0.6980791002511978, 0.3426735162734985]"
871,Please confirm you're picking up a Standard car from Union Station on March 3rd at 3 pm and dropping it off on March 7th.,"Yes, that is correct.","Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {}",Hello! How can I assist you today with renting a car?,I'm looking to reserve a car for the weekend getaway.,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.7, 0.6, 0.65, 0.8, 0.45]","[0.1461976021528244, 0.22169113159179688, 0.2032632678747177, 0.16235977411270142, 0.2664882242679596]","[0.1567162126302719, 0.22606098651885986, 0.212848961353302, 0.16312208771705627, 0.24125172197818756]","[0.6538023978471756, 0.4783088684082031, 0.39673673212528227, 0.5876402258872986, 0.13351177573204043]","[0.543283787369728, 0.3739390134811401, 0.437151038646698, 0.6368779122829438, 0.20874827802181245]"
872,The destination of the flight you asked for is Seattle-Tacoma International Airport.,This flight seems nice to me. Can you help me to buy the ticket for the one-way flight?,"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {'airlines': 'Air Canada', 'outbound_departure_time': '[CLS]'}",Hello! How may I assist you with your flight reservation today?,I'd like to reserve a one-way flight with Air Canada departing at 9:00 AM.,"[1.0, 0.8, 0.6, 0.9, 0.4]","[0.7, 0.6, 0.8, 0.7, 0.5]","[0.15219716727733612, 0.22708308696746826, 0.20123229920864105, 0.14832352101802826, 0.2711638808250427]","[0.15621711313724518, 0.2108318954706192, 0.20910432934761047, 0.16411805152893066, 0.25972864031791687]","[0.8478028327226639, 0.5729169130325318, 0.3987677007913589, 0.7516764789819718, 0.1288361191749573]","[0.5437828868627548, 0.3891681045293808, 0.5908956706523896, 0.5358819484710693, 0.24027135968208313]"
873,Yes the Dodgers Vs Diamondbacks is on March 12th at Dodger Stadium . It starts at 7 pm.,"Thanks, that sounds good.","Service name: Events_1
Active intent: FindEvents
Requested slots: 
Slot values: {'date': 'March 12th', 'event_name': 'Dodgers Vs Diamondbacks'}",Hello! How can I assist you today in finding events?,"I'm looking for events on March 12th, specifically the Dodgers Vs Diamondbacks game.","[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.6, 0.5, 0.8, 0.4]","[0.14339537918567657, 0.2238657921552658, 0.1975097358226776, 0.1605360358953476, 0.27469301223754883]","[0.16628442704677582, 0.22061054408550262, 0.21667104959487915, 0.15193749964237213, 0.24449649453163147]","[0.4566046208143234, 0.5761342078447342, 0.2024902641773224, 0.5394639641046524, 0.02530698776245116]","[0.5337155729532241, 0.37938945591449735, 0.28332895040512085, 0.6480625003576279, 0.15550350546836855]"
874,Is there anything else I can help you with?,No. I appreciate your help.,"Service name: Flights_2
Active intent: 
Requested slots: 
Slot values: {}",Welcome to our flight booking service. How can I assist you today?,I'm looking to book a flight for my upcoming vacation. Can you help me find the best options?,"[0.7, 0.6, 0.5, 0.8, 0.4]","[0.8, 0.4, 0.6, 0.7, 0.3]","[0.15647566318511963, 0.21878144145011902, 0.20600876212120056, 0.151746466755867, 0.2669876515865326]","[0.15077055990695953, 0.22586865723133087, 0.20186777412891388, 0.16167211532592773, 0.2598208487033844]","[0.5435243368148803, 0.38121855854988096, 0.29399123787879944, 0.648253533244133, 0.13301234841346743]","[0.6492294400930405, 0.17413134276866915, 0.3981322258710861, 0.5383278846740722, 0.04017915129661559]"
875,Leaving March 6th? Departure city?,Leaving Washington later today.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_date': 'later today', 'origin': 'Washington'}",Hello! How can I assist you today in finding a bus for later today from Washington?,"Hi there! I need to find a bus for later today from Washington, please.","[0.8, 0.7, 0.6, 0.75, 0.45]","[0.7, 0.6, 0.65, 0.8, 0.55]","[0.14795486629009247, 0.21298614144325256, 0.1997765600681305, 0.16035370528697968, 0.2789287567138672]","[0.1518617421388626, 0.2190738171339035, 0.2035139799118042, 0.15517257153987885, 0.2703779339790344]","[0.6520451337099076, 0.4870138585567474, 0.4002234399318695, 0.5896462947130203, 0.17107124328613282]","[0.5481382578611373, 0.3809261828660965, 0.4464860200881958, 0.6448274284601212, 0.2796220660209656]"
876,Do you want me to book you a table?,Not right now. Are there any salons there?,"Service name: Restaurants_1
Active intent: 
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,Hi there! I'm looking for a nice restaurant recommendation.,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.6, 0.5, 0.7, 0.6, 0.4]","[0.1527860313653946, 0.21910038590431213, 0.19736319780349731, 0.16026151180267334, 0.2704888582229614]","[0.147004172205925, 0.21541160345077515, 0.20464198291301727, 0.15554068982601166, 0.27740156650543213]","[0.3472139686346054, 0.38089961409568784, 0.2026368021965027, 0.5397384881973266, 0.029511141777038563]","[0.452995827794075, 0.28458839654922485, 0.4953580170869827, 0.4444593101739883, 0.1225984334945679]"
877,Can I do anything else for you?,"No, thanks. It's all for today","Service name: RideSharing_1
Active intent: 
Requested slots: 
Slot values: {}",Welcome to our RideSharing service! How can I assist you today?,Hi there! I'm excited to find a ride. I love exploring new places and trying different routes.,"[0.7, 0.6, 0.6, 0.7, 0.4]","[0.8, 0.5, 0.7, 0.8, 0.3]","[0.155933678150177, 0.21978294849395752, 0.20629623532295227, 0.1554460972547531, 0.2625409960746765]","[0.14900219440460205, 0.21591816842556, 0.20658303797245026, 0.15854942798614502, 0.2699471414089203]","[0.544066321849823, 0.38021705150604246, 0.3937037646770477, 0.5445539027452468, 0.1374590039253235]","[0.650997805595398, 0.28408183157444, 0.4934169620275497, 0.641450572013855, 0.0300528585910797]"
878,You have 10. First off it 6:40 am with 1 transfer for $68.,"Nice, thanks for it.","Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'leaving_time': '6 : 40 am'}",Good morning! How can I assist you today?,I need to find a bus leaving at 6:40 am.,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.4, 0.6, 0.8, 0.2]","[0.1536962389945984, 0.2199687659740448, 0.2141924351453781, 0.15041087567806244, 0.26173168420791626]","[0.15421436727046967, 0.21645477414131165, 0.2010383903980255, 0.16150838136672974, 0.26678410172462463]","[0.3463037610054016, 0.3800312340259552, 0.1858075648546219, 0.5495891243219375, 0.03826831579208373]","[0.5457856327295303, 0.18354522585868838, 0.39896160960197447, 0.6384916186332703, -0.06678410172462462]"
879,What kind of event?,I want to hear Music.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Music'}",Welcome! How can I assist you today in finding music events?,Hi! I'm really excited to explore some new music events in town. Can you help me with that?,"[0.6, 0.7, 0.5, 0.8, 0.4]","[0.7, 0.6, 0.8, 0.7, 0.3]","[0.14385126531124115, 0.22846311330795288, 0.19367457926273346, 0.1612810641527176, 0.2727300226688385]","[0.14379629492759705, 0.22810150682926178, 0.20412977039813995, 0.16487886011600494, 0.2590935528278351]","[0.45614873468875883, 0.4715368866920471, 0.30632542073726654, 0.6387189358472825, 0.12726997733116152]","[0.5562037050724029, 0.3718984931707382, 0.5958702296018601, 0.535121139883995, 0.040906447172164906]"
880,Your visit is scheduled!,"Thanks, can you find me a cab too.","Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}",Welcome! How may I assist you today?,I would like to schedule a visit to view some homes.,"[0.8, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.4, 0.6, 0.8, 0.2]","[0.14911961555480957, 0.22030533850193024, 0.1944785714149475, 0.15950003266334534, 0.2765964865684509]","[0.14956839382648468, 0.22145050764083862, 0.21142171323299408, 0.17067421972751617, 0.24688513576984406]","[0.6508803844451905, 0.37969466149806974, 0.2055214285850525, 0.5404999673366546, 0.02340351343154906]","[0.5504316061735153, 0.1785494923591614, 0.3885782867670059, 0.6293257802724839, -0.046885135769844044]"
881,"Okay, Do you like Dumbo, Hellboy or Pet Sematary?","I like pet Sematary movie, Which time can i watch that movie? I want to watch a regular show, i want to watch it on the 1st","Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_type': 'regular', 'movie_name': 'Pet Sematary', 'show_date': 'the 1st'}",Welcome! How can I assist you today with the movie times for 'Pet Sematary' on the 1st?,Hi there! I'm excited to catch 'Pet Sematary' on the 1st. Can you please provide me with the show timings?,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.75, 0.6, 0.7, 0.8, 0.45]","[0.14841817319393158, 0.22288347780704498, 0.20209117233753204, 0.15964765846729279, 0.2669595181941986]","[0.15287944674491882, 0.22386287152767181, 0.19766558706760406, 0.16214711964130402, 0.2634449303150177]","[0.6515818268060685, 0.477116522192955, 0.39790882766246793, 0.5903523415327072, 0.1330404818058014]","[0.5971205532550812, 0.37613712847232816, 0.5023344129323959, 0.637852880358696, 0.1865550696849823]"
882,Should I use the checking or savings account? How much do you want to transfer and to whom?,Transfer $1350 to Maria from my savings account to hers.,"Service name: Banks_1
Active intent: TransferMoney
Requested slots: 
Slot values: {'account_type': 'savings', 'recipient_account_type': 'savings', 'amount': '$ 1350', 'recipient_account_name': 'Maria'}",Welcome to our bank! How can I assist you today with transferring $1350 from your savings account to Maria's savings account?,I would like to transfer $1350 from my savings account to Maria's savings account.,"[1.0, 0.8, 0.8, 0.7, 0.4]","[0.8, 0.7, 0.6, 0.75, 0.5]","[0.15176892280578613, 0.22201018035411835, 0.21386831998825073, 0.15740743279457092, 0.25494512915611267]","[0.15523147583007812, 0.2229861319065094, 0.20754392445087433, 0.16516529023647308, 0.24907313287258148]","[0.8482310771942139, 0.5779898196458817, 0.5861316800117493, 0.542592567205429, 0.14505487084388735]","[0.6447685241699219, 0.47701386809349056, 0.39245607554912565, 0.5848347097635269, 0.2509268671274185]"
