id,system,user,intent,new_system,new_user,system_bf,user_bf
816,,Can you find me a one-way flight for the 4th of March?,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'departure_date': '4th of March'}",Welcome to our flight booking service. How can I assist you today?,I'm looking to book a one-way flight on the 4th of March.,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.8, 0.7, 0.6, 0.75, 0.4]"
817,Happy to help. What's the airport you want to fly out of and what's your return date?,"I want a flight out of CDMX, and make my return date March 9th, please.","Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'origin_city': 'CDMX', 'return_date': 'March 9th'}",Hello! How can I assist you today in booking your roundtrip flight from CDMX?,I'm looking to book a roundtrip flight from CDMX on March 9th.,"[0.7, 0.8, 0.6, 0.75, 0.4]","[0.65, 0.75, 0.55, 0.7, 0.45]"
818,There's an 8:10 am bus with 0 transfers for $25.,Good.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'leaving_time': '8 : 10 am'}",Hello! How can I assist you today?,I'm looking for information about buses leaving at 8:10 am.,"[0.8, 0.6, 0.7, 0.85, 0.4]","[0.75, 0.7, 0.6, 0.8, 0.5]"
819,"No, it doesn't look like the best place for kids. You can reach them at (212) 415-5788.","Ok, thanks. Can you tell me what other interesting things there are to do there?","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}",Hello! How can I assist you today in finding attractions?,I'm looking for some recommendations on attractions to visit in this city.,"[0.8, 0.6, 0.7, 0.75, 0.4]","[0.75, 0.7, 0.65, 0.8, 0.45]"
820,I was able to confirm you reservation.,Great! Thanks a lot for your help.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",Welcome to our restaurant reservation service. How may I assist you today?,I would like to make a reservation for two at your restaurant for tomorrow evening.,"[0.8, 0.6, 0.5, 0.7, 0.4]","[0.7, 0.8, 0.6, 0.8, 0.3]"
821,Do you want me to buy it for you?,"Yes, please.","Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}",Welcome! How can I assist you with booking your roundtrip flights today?,Hi there! I'm looking to book a roundtrip flight for my upcoming vacation.,"[0.8, 0.7, 0.6, 0.7, 0.4]","[0.7, 0.6, 0.8, 0.75, 0.45]"
822,There are 2 restaurants. How about Lokanta Grill & Bar located in Walnut Creek?,Can you find me their address?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: street_address
Slot values: {}",Welcome to our restaurant recommendation service! How can I assist you today?,Hi there! I'm looking for some great restaurants around town. Can you help me find a place to eat?,"[0.8, 0.7, 0.6, 0.8, 0.4]","[0.7, 0.6, 0.8, 0.7, 0.5]"
823,So 2 tickets on a bus that leaves from San Francisco to Long Beach at 7:50 am on March 6th. Is that correct?,"Yes, that's correct.","Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}",Welcome to our bus ticket service. How can I assist you today?,"I would like to purchase a bus ticket to New York, please.","[0.7, 0.6, 0.5, 0.65, 0.4]","[0.8, 0.7, 0.6, 0.75, 0.3]"
824,Please confirm: 4 tickets to Alejandro Sanz in San Diego on March 9th.,Yes that's it.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}",Welcome! How can I assist you with buying event tickets today?,I'm excited to attend the upcoming event and would like to purchase tickets.,"[0.8, 0.6, 0.75, 0.85, 0.45]","[0.7, 0.65, 0.8, 0.8, 0.5]"
825,"Kindly ensure that, you wish to go to Art Gallery of New South Wales. The shared ride has been booked for 2 persons.",Okay. it is good. How much time the ride will take and what is the cost?,"Service name: RideSharing_1
Active intent: GetRide
Requested slots: approximate_ride_duration, ride_fare
Slot values: {}",Welcome to our RideSharing service. How long approximately do you need the ride for?,"I am not sure about the exact duration, maybe around an hour.","[0.7, 0.8, 0.6, 0.7, 0.5]","[0.6, 0.4, 0.5, 0.8, 0.6]"
826,I found 5 hotels. Andaz Delhi - A Concept By Hyatt is rated 4.6.,What's the address?,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: street_address
Slot values: {}",Welcome! How can I assist you today?,I'm looking for a hotel near the city center. Can you recommend any?,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.65, 0.6, 0.7, 0.8, 0.55]"
827,till when do you want it?,three in the afternoon till 11th of this month,"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'dropoff_date': '11th of this month', 'pickup_time': 'three in the afternoon'}",Welcome to our car rental service. How can I assist you today?,I'm looking to rent a car for the 11th of this month at three in the afternoon.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.6, 0.8, 0.4, 0.6, 0.3]"
828,Please confirm you want me to reserve a table for 2 people at 11 am at Aperto in San Francisco today.,"Yes, perfect. Is it in the very fancy price range?","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: price_range
Slot values: {'party_size': '2', 'date': 'today'}",Hello! How can I assist you today with reserving a restaurant for 2 people on today?,"Hi there! I'm looking to book a restaurant for 2 people tonight, and I'm hoping to find a place within a moderate price range.","[0.6, 0.7, 0.5, 0.7, 0.4]","[0.7, 0.6, 0.6, 0.8, 0.3]"
829,What else are you interested in?,I'd really like to find a nice Concert around town.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Music'}",Welcome! How can I assist you today in finding music events?,I'm looking for some cool music events to attend. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.75, 0.6, 0.7, 0.8, 0.5]"
830,They're located at 1008 Blossom Hill Road.,That sounds great.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'restaurant_name': '[CLS]'}",Welcome! How can I assist you in finding the perfect restaurant today?,I'm looking for a cozy restaurant for a special occasion.,"[0.8, 0.6, 0.7, 0.8, 0.4]","[0.7, 0.5, 0.6, 0.8, 0.6]"
831,"To confirm, you want a table for 4 at Comal in Berkeley at 11 am on March 13th.","Yes, perfect.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",Welcome to our restaurant reservation service. How can I assist you today?,"I'd like to make a reservation for two for dinner tomorrow evening, please.","[0.8, 0.7, 0.6, 0.75, 0.4]","[0.6, 0.8, 0.5, 0.7, 0.6]"
832,Jason Isbell is preforming at Prospect Park Bandshell on March 9th at 6 pm.,I like that one.,"Service name: Events_1
Active intent: FindEvents
Requested slots: 
Slot values: {'event_name': 'Jason Isbell'}",Hello! How can I assist you today in finding events related to Jason Isbell?,I'm looking for events featuring Jason Isbell. Could you help me find some?,"[0.6, 0.7, 0.5, 0.7, 0.4]","[0.7, 0.5, 0.6, 0.8, 0.3]"
833,I have 4 options. How about an American Airlines flight at 4 pm and returning at 3:40 pm for $310?,What's the arrival and return time?,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: inbound_arrival_time, outbound_arrival_time
Slot values: {}",Welcome! How can I assist you with your flight booking today?,Hi there! I'm looking to book a roundtrip flight. Can you help me find the best options?,"[0.7, 0.8, 0.6, 0.85, 0.4]","[0.65, 0.75, 0.75, 0.8, 0.5]"
834,It costs $44 per night. Any more information you need?,"No, this hotel seems to be okay to me. Thanks and that's all.","Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': '[CLS]'}",Welcome to our hotel booking service. How can I assist you today?,I'm looking for a hotel to stay in. Can you recommend some options?,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.7, 0.6, 0.65, 0.8, 0.45]"
835,"I have Little, Long Shot or Pet Sematary.",I want Long Shot.What time?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'movie_name': 'Long Shot'}",Hello! How may I assist you today with movie showtimes for 'Long Shot'?,Hi there! I'm really excited to catch 'Long Shot'! Can you help me find the showtimes?,"[0.6, 0.7, 0.5, 0.8, 0.4]","[0.7, 0.6, 0.8, 0.75, 0.5]"
836,Is there something else I can help you with?,"I also need to book 2 rooms in a hotel there, so I have a place to stay in.","Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'number_of_rooms': '2', 'destination': '[CLS]'}",Welcome to our hotel booking service. How many rooms would you like to reserve and where are you planning to stay?,I need to book 2 rooms for our trip to New York.,"[0.5, 0.8, 0.6, 0.7, 0.4]","[0.6, 0.7, 0.5, 0.6, 0.3]"
837,"That flight leaves from Dulles International Airport, and arrives at SFO International Airport.",That's not really what I want. Please find something else.,"Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}",Welcome to our flight booking service. How can I assist you today?,I'm looking for a one-way flight to New York next week.,"[0.75, 0.8, 0.65, 0.7, 0.6]","[0.7, 0.6, 0.75, 0.8, 0.5]"
838,,Will you find child-friendly attractions?,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'good_for_kids': 'True'}",Welcome! How can I assist you in finding attractions that are suitable for kids?,I'm looking for family-friendly attractions in the area.,"[0.8, 0.7, 0.6, 0.9, 0.4]","[0.7, 0.6, 0.8, 0.9, 0.3]"
839,Are you interested in scheduling an appointment?,"Yes, please schedule one.","Service name: Services_2
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_date': '[CLS]'}",Welcome! How can I assist you today?,I would like to schedule an appointment for next week.,"[0.7, 0.8, 0.6, 0.75, 0.45]","[0.6, 0.7, 0.55, 0.8, 0.5]"
840,Should I play the film now?,"No thanks, not right now. Right now I want to listen to some music.","Service name: Media_1
Active intent: 
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,I'm looking for recommendations on a new TV series to watch.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.3, 0.4, 0.6, 0.2]"
841,Which city would you like for the restaurant to be located at?,I want the restaurant to be in SFO.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'city': 'SFO'}",Hello! How can I assist you today in making a reservation at a restaurant in SFO?,"I would like to reserve a table for two at a cozy restaurant with a nice ambiance in SFO, please.","[0.7, 0.8, 0.6, 0.75, 0.45]","[0.75, 0.65, 0.7, 0.8, 0.55]"
842,Would you like a shared ride?,A shared ride is ok.,"Service name: RideSharing_1
Active intent: GetRide
Requested slots: 
Slot values: {'shared_ride': 'True'}",Hello! How can I assist you today with your ride-sharing needs?,I'm looking for a ride to share as I enjoy meeting new people and trying new experiences.,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.85, 0.6, 0.75, 0.8, 0.3]"
843,"I'll get you 1 ticket to Okkervil River in San Francisco on March 4th, is everything correct?",That's all correct.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}",Hello! How can I assist you in purchasing event tickets today?,I'm excited to buy tickets for the upcoming event! Can you help me with that?,"[0.7, 0.6, 0.8, 0.75, 0.5]","[0.8, 0.65, 0.85, 0.8, 0.4]"
844,whether i need to find any other thing?,"No, not now, thanks once again","Service name: Hotels_3
Active intent: 
Requested slots: 
Slot values: {}",Welcome to our hotel service! How can I assist you today?,"I'm looking to book a room for next weekend, preferably with a nice view.","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.7, 0.4, 0.6, 0.5, 0.3]"
845,I found 9 places you might like. How about B&b Kitchen & Wine Bar in Berkeley?,That sounds good. I'd also like to find a movie to watch. Maybe a Fantasy movie directed by George Miller.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'restaurant_name': 'B & b Kitchen & Wine Bar'}",Welcome to our restaurant! How may I assist you today?,I'm excited to try out the dishes at B & B Kitchen & Wine Bar. Can you recommend some popular items on the menu?,"[0.8, 0.7, 0.6, 0.65, 0.45]","[0.75, 0.6, 0.7, 0.8, 0.55]"
846,What date would you like to watch it on?,I wanna watch it on the 1st.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_date': 'the 1st'}",Hello! How can I assist you today?,I'm looking for movie showtimes on the 1st. Can you help me with that?,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.6, 0.8, 0.7, 0.65, 0.4]"
847,Where do you want to leave from?,Find departures from Ciudad de Mexico.,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'origin': 'Ciudad de Mexico'}",Welcome! How can I assist you with your flight booking today?,I'm looking to book a roundtrip flight from Ciudad de Mexico.,"[0.5, 0.8, 0.6, 0.7, 0.4]","[0.8, 0.6, 0.7, 0.7, 0.5]"
848,"Teen Spirit, directed by Max Minghella, is now playing.",Thanks a lot.,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}",Welcome! Would you like to watch a movie today?,Absolutely! I'm always up for a good movie. Do you have any recommendations?,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.2, 0.6, 0.8, 0.1]"
849,22101 Redwood Road. Their number is 510-581-7677.,Is there anyone else?,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,I'm looking for a healthcare provider in my area.,"[0.8, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.8, 0.6, 0.8, 0.4]"
850,Your table reservation has been made and you can reach them at 408-270-2578 if you have any questions.,"Awesome, thanks!","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",Welcome to our restaurant reservation service! How can I assist you today?,"I would like to make a reservation for two at 7:00 pm tonight, please.","[0.7, 0.8, 0.6, 0.75, 0.45]","[0.6, 0.75, 0.55, 0.7, 0.5]"
851,Please confirm the following: I am booking you an appointment at 1512 Barber Shop for March 10th at 11:30 am.,"Yes, sounds good.","Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {}","Hello, how can I assist you today?",I would like to book an appointment for a counseling session.,"[0.7, 0.6, 0.5, 0.8, 0.4]","[0.6, 0.75, 0.65, 0.7, 0.55]"
852,"Your requested movie has started playing, and the movie is directed by Claire Denis.",I appreciate it!,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,I would like to watch a movie. Can you recommend something exciting?,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.2, 0.6, 0.8, 0.3]"
853,"Okay, I have a table for 2 at Los Palillos Restaurant in San Rafael on March 1st at 5:45 pm, correct?","No, I need it for three people at five pm.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '3', 'time': 'five pm'}",Welcome to our restaurant! How may I assist you today?,I would like to make a reservation for 3 people at five pm.,"[0.7, 0.8, 0.6, 0.7, 0.5]","[0.8, 0.75, 0.65, 0.75, 0.55]"
854,What song?,If You Met Me First. Play it on the television.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {'playback_device': 'TV', 'song_name': 'If You Met Me First'}",Welcome! I see you want to listen to 'If You Met Me First' on your TV. Let's get that playing for you.,"Great, thank you for helping me set it up!","[1.0, 0.8, 0.6, 0.7, 0.4]","[0.8, 0.7, 0.6, 0.8, 0.3]"
855,The station in Vegas is Union Plaza and the one in SFO is Salesforce transit center.,Explore more options please.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {}",Hello! How can I assist you today with finding a bus?,I'm looking for information on bus schedules in the city.,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.8, 0.6, 0.7, 0.6, 0.4]"
856,"Sure, which city would you like?",SFO please.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'SFO'}",Welcome! How can I assist you in finding restaurants in SFO today?,Hello! I'm looking for some nice restaurants to try out in SFO.,"[0.8, 0.7, 0.65, 0.85, 0.5]","[0.75, 0.6, 0.7, 0.8, 0.45]"
857,Should I play that now?,"Yes, definitely, with subtitles please.","Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {'subtitles': 'True'}",Welcome to our movie service! What genre are you in the mood for tonight?,"I'm feeling adventurous tonight, how about a thriller?","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.8, 0.4, 0.6, 0.7, 0.2]"
858,I got nothing else. What's next?,Find a funny Neil Burger flick then.,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'directed_by': 'Neil Burger', 'genre': 'funny'}",Hello! How can I assist you today in finding a movie directed by Neil Burger and falls under the genre of funny?,"Hi there! I'm looking for a movie that will make me laugh. Neil Burger is one of my favorite directors, so I'm excited to see what he has in the funny genre.","[0.8, 0.6, 0.4, 0.7, 0.2]","[0.7, 0.6, 0.8, 0.75, 0.35]"
859,I have found 10 restaurants. There is a lovely restaurant in San Francisco called Amber.,Is there anything else?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {}",Welcome! How can I assist you in finding a restaurant today?,Hi there! I'm looking for a restaurant with a cozy atmosphere and unique menu options.,"[0.8, 0.7, 0.6, 0.8, 0.4]","[0.7, 0.6, 0.8, 0.7, 0.5]"
860,Where do you want to stay?,At the Soho Garden Hotel.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'hotel_name': 'Soho Garden Hotel'}",Welcome to our hotel reservation service. How can I assist you today?,I'd like to make a reservation at Soho Garden Hotel.,"[0.8, 0.7, 0.6, 0.75, 0.65]","[0.85, 0.75, 0.7, 0.8, 0.6]"
861,Please confirm you're booking an appointment at Dukes and Dolls Salon on March 8th at 3:45 pm.,"Yes, that is correct. Where is the place located?","Service name: Services_1
Active intent: BookAppointment
Requested slots: street_address
Slot values: {}",Hello! How may I assist you today?,I would like to book an appointment. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.55]","[0.7, 0.8, 0.65, 0.8, 0.45]"
862,I can't book your appointment. Do you need more help?,Try to see if something open at 15:15.,"Service name: Services_2
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '15 : 15'}",Hello! How can I assist you today?,"I'd like to book an appointment for 15:15, please.","[0.8, 0.7, 0.6, 0.75, 0.4]","[0.65, 0.8, 0.55, 0.7, 0.45]"
863,Where does the trip begin and end and when?,Saturday this week I am traveling from Long Beach to LA.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'from_location': 'Long Beach', 'leaving_date': 'Saturday this week', 'to_location': 'LA'}",Hello! How can I assist you with finding a bus from Long Beach to LA for this Saturday?,Hi there! I need to travel from Long Beach to LA this Saturday. Can you help me find a bus?,"[0.7, 0.8, 0.6, 0.7, 0.4]","[0.6, 0.75, 0.65, 0.8, 0.45]"
864,What date would you like to watch this movie?,I want to watch the movie on next Tuesday.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_date': 'next Tuesday'}",Welcome to our movie service! How can I assist you today?,I'd like to know the showtimes for the movie next Tuesday.,"[0.8, 0.7, 0.6, 0.85, 0.5]","[0.75, 0.6, 0.7, 0.8, 0.45]"
865,"OK, I found 1 movie. Do you want to watch The Curse of La Llorona?","Yes, I want to watch The Curse of La Llorona.","Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'The Curse of La Llorona'}",Hello! How can I assist you today in finding information about the movie 'The Curse of La Llorona'?,"I'm really excited to learn more about 'The Curse of La Llorona'! It's a horror movie, right?","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.75, 0.25, 0.5, 0.5, 0.25]"
866,The appointment has been set.,What's the rating and phone number please?,"Service name: Services_3
Active intent: BookAppointment
Requested slots: average_rating, phone_number
Slot values: {}",Hello! How can I assist you today?,I would like to book an appointment. Can you help me with that?,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.6, 0.4, 0.4, 0.6, 0.3]"
867,Your required reservation was successfully confirmed.,Thank you for your help. That's all for today.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",Hello! How can I assist you today with your hotel reservation?,I'm looking to book a room for two for the upcoming weekend getaway.,"[0.7, 0.8, 0.6, 0.65, 0.5]","[0.65, 0.75, 0.6, 0.7, 0.55]"
868,What is your opinion on Delta Airlines which takes off at 5:50 am and returns at 11:55 am with ticket costing $120,Fine and i need to search for a staying house,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'airlines': 'Delta Airlines'}",Welcome to our flight booking service. How can I assist you today?,I'm looking for roundtrip flights with Delta Airlines.,"[0.8, 0.7, 0.6, 0.75, 0.55]","[0.75, 0.6, 0.7, 0.8, 0.45]"
869,Do you prefer Star hotels? When is your anticipated check-in and check-out dates?,Please can you look if there is room available at Arthouse Hotel New York City. I can check in on 2nd of March and check out by 14th of this month.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': '2nd of March', 'check_out_date': '14th of this month', 'hotel_name': 'Arthouse Hotel New York City'}",Welcome to our hotel reservation service! How can I assist you today?,I'd like to make a reservation at the Arthouse Hotel New York City from the 2nd of March to the 14th of this month.,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.75, 0.85, 0.7, 0.8, 0.55]"
870,Can I help you with anything else?,"No, thank you.","Service name: Restaurants_1
Active intent: 
Requested slots: 
Slot values: {}",Welcome to our restaurant! How may I assist you today?,Hi there! I'm excited to try out your menu. Can you recommend some popular dishes?,"[0.75, 0.85, 0.65, 0.8, 0.4]","[0.8, 0.7, 0.75, 0.85, 0.6]"
871,Please confirm you're picking up a Standard car from Union Station on March 3rd at 3 pm and dropping it off on March 7th.,"Yes, that is correct.","Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {}",Hello! How can I assist you today with renting a car?,I'm looking to reserve a car for the weekend getaway.,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.7, 0.6, 0.65, 0.8, 0.45]"
872,The destination of the flight you asked for is Seattle-Tacoma International Airport.,This flight seems nice to me. Can you help me to buy the ticket for the one-way flight?,"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {'airlines': 'Air Canada', 'outbound_departure_time': '[CLS]'}",Hello! How may I assist you with your flight reservation today?,I'd like to reserve a one-way flight with Air Canada departing at 9:00 AM.,"[1.0, 0.8, 0.6, 0.9, 0.4]","[0.7, 0.6, 0.8, 0.7, 0.5]"
873,Yes the Dodgers Vs Diamondbacks is on March 12th at Dodger Stadium . It starts at 7 pm.,"Thanks, that sounds good.","Service name: Events_1
Active intent: FindEvents
Requested slots: 
Slot values: {'date': 'March 12th', 'event_name': 'Dodgers Vs Diamondbacks'}",Hello! How can I assist you today in finding events?,"I'm looking for events on March 12th, specifically the Dodgers Vs Diamondbacks game.","[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.6, 0.5, 0.8, 0.4]"
874,Is there anything else I can help you with?,No. I appreciate your help.,"Service name: Flights_2
Active intent: 
Requested slots: 
Slot values: {}",Welcome to our flight booking service. How can I assist you today?,I'm looking to book a flight for my upcoming vacation. Can you help me find the best options?,"[0.7, 0.6, 0.5, 0.8, 0.4]","[0.8, 0.4, 0.6, 0.7, 0.3]"
875,Leaving March 6th? Departure city?,Leaving Washington later today.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_date': 'later today', 'origin': 'Washington'}",Hello! How can I assist you today in finding a bus for later today from Washington?,"Hi there! I need to find a bus for later today from Washington, please.","[0.8, 0.7, 0.6, 0.75, 0.45]","[0.7, 0.6, 0.65, 0.8, 0.55]"
876,Do you want me to book you a table?,Not right now. Are there any salons there?,"Service name: Restaurants_1
Active intent: 
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,Hi there! I'm looking for a nice restaurant recommendation.,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.6, 0.5, 0.7, 0.6, 0.4]"
877,Can I do anything else for you?,"No, thanks. It's all for today","Service name: RideSharing_1
Active intent: 
Requested slots: 
Slot values: {}",Welcome to our RideSharing service! How can I assist you today?,Hi there! I'm excited to find a ride. I love exploring new places and trying different routes.,"[0.7, 0.6, 0.6, 0.7, 0.4]","[0.8, 0.5, 0.7, 0.8, 0.3]"
878,You have 10. First off it 6:40 am with 1 transfer for $68.,"Nice, thanks for it.","Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'leaving_time': '6 : 40 am'}",Good morning! How can I assist you today?,I need to find a bus leaving at 6:40 am.,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.4, 0.6, 0.8, 0.2]"
879,What kind of event?,I want to hear Music.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Music'}",Welcome! How can I assist you today in finding music events?,Hi! I'm really excited to explore some new music events in town. Can you help me with that?,"[0.6, 0.7, 0.5, 0.8, 0.4]","[0.7, 0.6, 0.8, 0.7, 0.3]"
880,Your visit is scheduled!,"Thanks, can you find me a cab too.","Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}",Welcome! How may I assist you today?,I would like to schedule a visit to view some homes.,"[0.8, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.4, 0.6, 0.8, 0.2]"
881,"Okay, Do you like Dumbo, Hellboy or Pet Sematary?","I like pet Sematary movie, Which time can i watch that movie? I want to watch a regular show, i want to watch it on the 1st","Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_type': 'regular', 'movie_name': 'Pet Sematary', 'show_date': 'the 1st'}",Welcome! How can I assist you today with the movie times for 'Pet Sematary' on the 1st?,Hi there! I'm excited to catch 'Pet Sematary' on the 1st. Can you please provide me with the show timings?,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.75, 0.6, 0.7, 0.8, 0.45]"
882,Should I use the checking or savings account? How much do you want to transfer and to whom?,Transfer $1350 to Maria from my savings account to hers.,"Service name: Banks_1
Active intent: TransferMoney
Requested slots: 
Slot values: {'account_type': 'savings', 'recipient_account_type': 'savings', 'amount': '$ 1350', 'recipient_account_name': 'Maria'}",Welcome to our bank! How can I assist you today with transferring $1350 from your savings account to Maria's savings account?,I would like to transfer $1350 from my savings account to Maria's savings account.,"[1.0, 0.8, 0.8, 0.7, 0.4]","[0.8, 0.7, 0.6, 0.75, 0.5]"
883,The bus arrives at Union Plaza.,"Ok, great. I'd like to book the flight now please.","Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {'airlines': 'Delta Airlines', 'departure_date': '[CLS]', 'destination_city': '[CLS]', 'origin_city': '[CLS]', 'outbound_departure_time': '[CLS]'}",Welcome! How can I assist you today with your one-way flight reservation?,I would like to book a one-way flight with Delta Airlines from New York to Los Angeles.,"[0.8, 0.7, 0.6, 0.6, 0.4]","[0.7, 0.6, 0.5, 0.6, 0.5]"
884,,I would like to buy tickets to an event.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}",Hello! How can I assist you with purchasing event tickets today?,I'm excited to buy tickets for the upcoming event. Can you help me with that?,"[0.8, 0.6, 0.75, 0.85, 0.4]","[0.75, 0.4, 0.85, 0.8, 0.6]"
885,Your cab is confirmed and on it's way.,Thank you for the assistance.,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}",Welcome to our ride-sharing service! How can I assist you today?,I need a ride to the airport. Can you help me with that?,"[0.8, 0.7, 0.6, 0.85, 0.45]","[0.7, 0.6, 0.55, 0.8, 0.6]"
886,I've got 10 matches here - how about a 1 star? Amsterdam Hostel San Francisco has good reviews.,"Yeah, I need a reservation for 2 days.","Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'hotel_name': 'Amsterdam Hostel San Francisco', 'number_of_days': '2'}",Hello! How can I assist you today with your hotel reservation at Amsterdam Hostel San Francisco for 2 days?,"Hi there! I'd like to book a room at Amsterdam Hostel San Francisco for 2 days, please.","[0.8, 0.7, 0.6, 0.85, 0.45]","[0.75, 0.6, 0.7, 0.8, 0.5]"
