id,system,user,intent,new_system,new_user,system_bf,user_bf
816,,Can you find me a one-way flight for the 4th of March?,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'departure_date': '4th of March'}",The system searches for flights and responds.,Can you help me explore a new adventure? I'm looking for a one-way flight on March 4th.,"[0.6, 0.8, 0.4, 0.5, 0.3]","[0.8, 0.6, 0.7, 0.7, 0.4]"
817,Happy to help. What's the airport you want to fly out of and what's your return date?,"I want a flight out of CDMX, and make my return date March 9th, please.","Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'origin_city': 'CDMX', 'return_date': 'March 9th'}",Happy to help. What's the airport you want to fly out of and what's your return date?,"I want a flight out of CDMX, and make my return date March 9th, please.","[0.5, 0.7, 0.4, 0.6, 0.3]","[0.6, 0.4, 0.5, 0.7, 0.2]"
818,There's an 8:10 am bus with 0 transfers for $25.,Good.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'leaving_time': '8 : 10 am'}",There's an 8:10 am bus with 0 transfers for $25.,"Good. I love taking the early bus, it gives me time to relax and enjoy the morning scenery. Plus, no transfers mean less hassle and more efficiency!","[0.5, 0.8, 0.2, 0.7, 0.3]","[0.8, 0.6, 0.6, 0.8, 0.2]"
819,"No, it doesn't look like the best place for kids. You can reach them at (212) 415-5788.","Ok, thanks. Can you tell me what other interesting things there are to do there?","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}","No, it doesn't look like the best place for kids. You can reach them at (212) 415-5788.","Ok, thanks. Can you tell me what other interesting things there are to do there?","[0.5, 0.7, 0.2, 0.3, 0.4]","[0.7, 0.4, 0.6, 0.6, 0.3]"
820,I was able to confirm you reservation.,Great! Thanks a lot for your help.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",I was able to confirm your reservation.,Great! Thanks a lot for your help.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.8, 0.2]"
821,Do you want me to buy it for you?,"Yes, please.","Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}",Do you want me to buy it for you?,"Yes, please.","[0.8, 0.7, 0.4, 0.6, 0.3]","[0.6, 0.3, 0.5, 0.7, 0.2]"
822,There are 2 restaurants. How about Lokanta Grill & Bar located in Walnut Creek?,Can you find me their address?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: street_address
Slot values: {}",There are 2 restaurants. How about Lokanta Grill & Bar located in Walnut Creek?,Can you find me their address?,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.4, 0.3, 0.6, 0.4]"
823,So 2 tickets on a bus that leaves from San Francisco to Long Beach at 7:50 am on March 6th. Is that correct?,"Yes, that's correct.","Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}",So 2 tickets on a bus that leaves from San Francisco to Long Beach at 7:50 am on March 6th. Is that correct?,"Yes, that's correct.","[0.5, 0.8, 0.3, 0.6, 0.2]","[0.4, 0.6, 0.4, 0.7, 0.3]"
824,Please confirm: 4 tickets to Alejandro Sanz in San Diego on March 9th.,Yes that's it.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}",Please confirm: 4 tickets to Alejandro Sanz in San Diego on March 9th.,"Yes, that's it.","[0.2, 0.8, 0.4, 0.6, 0.1]","[0.4, 0.4, 0.2, 0.8, 0.3]"
825,"Kindly ensure that, you wish to go to Art Gallery of New South Wales. The shared ride has been booked for 2 persons.",Okay. it is good. How much time the ride will take and what is the cost?,"Service name: RideSharing_1
Active intent: GetRide
Requested slots: approximate_ride_duration, ride_fare
Slot values: {}","Kindly ensure that, you wish to go to Art Gallery of New South Wales. The shared ride has been booked for 2 persons.",Okay. it is good. How much time the ride will take and what is the cost?,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.4, 0.3, 0.6, 0.5, 0.7]"
826,I found 5 hotels. Andaz Delhi - A Concept By Hyatt is rated 4.6.,What's the address?,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: street_address
Slot values: {}",I found 5 hotels. Andaz Delhi - A Concept By Hyatt is rated 4.6.,Could you please provide me with the complete address of Andaz Delhi - A Concept By Hyatt?,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.6, 0.4, 0.8, 0.3]"
827,till when do you want it?,three in the afternoon till 11th of this month,"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'dropoff_date': '11th of this month', 'pickup_time': 'three in the afternoon'}",Till when would you like the service to be extended?,From three in the afternoon until the 11th of this month,"[0.6, 0.8, 0.4, 0.5, 0.3]","[0.7, 0.5, 0.3, 0.6, 0.4]"
828,Please confirm you want me to reserve a table for 2 people at 11 am at Aperto in San Francisco today.,"Yes, perfect. Is it in the very fancy price range?","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: price_range
Slot values: {'party_size': '2', 'date': 'today'}",Please confirm you want me to reserve a table for 2 people at 11 am at Aperto in San Francisco today.,"Yes, perfect. Is it in the very fancy price range?","[0.5, 0.8, 0.2, 0.4, 0.6]","[0.6, 0.2, 0.4, 0.6, 0.4]"
829,What else are you interested in?,I'd really like to find a nice Concert around town.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Music'}",What other events are you curious about?,I'd love to discover a local art exhibition.,"[0.6, 0.4, 0.4, 0.6, 0.2]","[0.8, 0.4, 0.4, 0.6, 0.2]"
830,They're located at 1008 Blossom Hill Road.,That sounds great.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'restaurant_name': '[CLS]'}",They're located at 1008 Blossom Hill Road.,That sounds great. I love exploring new places and trying new things!,"[0.5, 0.8, 0.2, 0.3, 0.4]","[0.8, 0.4, 0.6, 0.7, 0.2]"
831,"To confirm, you want a table for 4 at Comal in Berkeley at 11 am on March 13th.","Yes, perfect.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}","To confirm, you want a table for 4 at Comal in Berkeley at 11 am on March 13th.","Yes, perfect.","[0.8, 0.9, 0.4, 0.7, 0.2]","[0.6, 0.5, 0.6, 0.8, 0.3]"
832,Jason Isbell is preforming at Prospect Park Bandshell on March 9th at 6 pm.,I like that one.,"Service name: Events_1
Active intent: FindEvents
Requested slots: 
Slot values: {'event_name': 'Jason Isbell'}",Jason Isbell is performing at Prospect Park Bandshell on March 9th at 6 pm.,I like that one.,"[0.8, 0.7, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.5, 0.7, 0.3]"
833,I have 4 options. How about an American Airlines flight at 4 pm and returning at 3:40 pm for $310?,What's the arrival and return time?,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: inbound_arrival_time, outbound_arrival_time
Slot values: {}",I have 4 options. How about an American Airlines flight at 4 pm and returning at 3:40 pm for $310?,What's the arrival and return time?,"[0.8, 0.7, 0.6, 0.5, 0.3]","[0.4, 0.6, 0.5, 0.7, 0.4]"
834,It costs $44 per night. Any more information you need?,"No, this hotel seems to be okay to me. Thanks and that's all.","Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': '[CLS]'}",It costs $44 per night. Any more information you need?,"No, this hotel seems to be okay to me. Thanks and that's all.","[0.6, 0.8, 0.2, 0.4, 0.3]","[0.4, 0.3, 0.6, 0.8, 0.7]"
835,"I have Little, Long Shot or Pet Sematary.",I want Long Shot.What time?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'movie_name': 'Long Shot'}","I have Little, Long Shot or Pet Sematary.",I want to watch Long Shot. What time?,"[0.8, 0.6, 0.4, 0.2, 0.3]","[0.6, 0.4, 0.6, 0.8, 0.2]"
836,Is there something else I can help you with?,"I also need to book 2 rooms in a hotel there, so I have a place to stay in.","Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'number_of_rooms': '2', 'destination': '[CLS]'}",Is there something else I can help you with?,"I also need to book 2 rooms in a hotel there, so I have a place to stay in.","[0.75, 0.85, 0.25, 0.7, 0.45]","[0.6, 0.5, 0.4, 0.65, 0.55]"
837,"That flight leaves from Dulles International Airport, and arrives at SFO International Airport.",That's not really what I want. Please find something else.,"Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}","That flight leaves from Dulles International Airport, and arrives at SFO International Airport.",That's not really what I want. Please find something else.,"[0.8, 0.7, 0.6, 0.5, 0.4]","[0.6, 0.3, 0.4, 0.7, 0.5]"
838,,Will you find child-friendly attractions?,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'good_for_kids': 'True'}",Will you find child-friendly attractions?,Do you know if there are any kid-friendly places to visit around here?,"[0.2, 0.8, 0.4, 0.6, 0.3]","[0.6, 0.4, 0.6, 0.8, 0.2]"
839,Are you interested in scheduling an appointment?,"Yes, please schedule one.","Service name: Services_2
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_date': '[CLS]'}",Are you interested in scheduling an appointment?,"Yes, please schedule one.","[0.7, 0.8, 0.3, 0.6, 0.4]","[0.6, 0.6, 0.4, 0.7, 0.5]"
840,Should I play the film now?,"No thanks, not right now. Right now I want to listen to some music.","Service name: Media_1
Active intent: 
Requested slots: 
Slot values: {}",Should I play the film now?,"No thanks, not right now. Right now I want to listen to some music.","[0.6, 0.4, 0.4, 0.6, 0.2]","[0.4, 0.6, 0.6, 0.4, 0.8]"
841,Which city would you like for the restaurant to be located at?,I want the restaurant to be in SFO.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'city': 'SFO'}",Which city would you prefer for the restaurant location?,I prefer the restaurant to be in SFO.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.8, 0.2]"
842,Would you like a shared ride?,A shared ride is ok.,"Service name: RideSharing_1
Active intent: GetRide
Requested slots: 
Slot values: {'shared_ride': 'True'}",Would you like a shared ride?,A shared ride sounds like a great opportunity to meet new people and save some money!,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.8, 0.6, 0.6, 0.8, 0.2]"
843,"I'll get you 1 ticket to Okkervil River in San Francisco on March 4th, is everything correct?",That's all correct.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}","I'll get you 1 ticket to Okkervil River in San Francisco on March 4th, is everything correct?",That's all correct.,"[0.5, 0.8, 0.4, 0.6, 0.2]","[0.4, 0.6, 0.3, 0.7, 0.1]"
844,whether i need to find any other thing?,"No, not now, thanks once again","Service name: Hotels_3
Active intent: 
Requested slots: 
Slot values: {}",Whether I need to find any other thing?,"No, not now, thanks once again","[0.8, 0.9, 0.2, 0.6, 0.3]","[0.4, 0.5, 0.3, 0.7, 0.4]"
845,I found 9 places you might like. How about B&b Kitchen & Wine Bar in Berkeley?,That sounds good. I'd also like to find a movie to watch. Maybe a Fantasy movie directed by George Miller.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'restaurant_name': 'B & b Kitchen & Wine Bar'}",I found 9 places you might like. How about B&b Kitchen & Wine Bar in Berkeley?,That sounds good. I'd also like to find a movie to watch. Maybe a Fantasy movie directed by George Miller.,"[0.8, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.5, 0.6, 0.8, 0.4]"
846,What date would you like to watch it on?,I wanna watch it on the 1st.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_date': 'the 1st'}",What date would you prefer to go for the movie?,I'd like to catch it on the 1st.,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.4, 0.8, 0.2]"
847,Where do you want to leave from?,Find departures from Ciudad de Mexico.,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'origin': 'Ciudad de Mexico'}",Where do you want to leave from?,Find departures from Ciudad de Mexico.,"[0.4, 0.8, 0.2, 0.6, 0.3]","[0.6, 0.4, 0.8, 0.4, 0.2]"
848,"Teen Spirit, directed by Max Minghella, is now playing.",Thanks a lot.,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}","Teen Spirit, directed by Max Minghella, is now playing.",Thanks a lot.,"[0.75, 0.6, 0.55, 0.6, 0.4]","[0.4, 0.45, 0.4, 0.6, 0.3]"
849,22101 Redwood Road. Their number is 510-581-7677.,Is there anyone else?,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {}",22101 Redwood Road. Their number is 510-581-7677.,Is there anyone else?,"[0.8, 0.6, 0.2, 0.7, 0.3]","[0.4, 0.4, 0.6, 0.8, 0.2]"
850,Your table reservation has been made and you can reach them at 408-270-2578 if you have any questions.,"Awesome, thanks!","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",Your table reservation has been made and you can reach them at 408-270-2578 if you have any questions.,"Awesome, thanks!","[0.5, 0.8, 0.3, 0.7, 0.2]","[0.7, 0.4, 0.6, 0.8, 0.1]"
851,Please confirm the following: I am booking you an appointment at 1512 Barber Shop for March 10th at 11:30 am.,"Yes, sounds good.","Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {}",Please confirm the following: I am booking you an appointment at 1512 Barber Shop for March 10th at 11:30 am.,"Yes, sounds good.","[0.8, 0.9, 0.6, 0.75, 0.4]","[0.7, 0.6, 0.5, 0.8, 0.3]"
852,"Your requested movie has started playing, and the movie is directed by Claire Denis.",I appreciate it!,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}","Your requested movie has started playing, and the movie is directed by Claire Denis.",I appreciate it! I've heard so much about Claire Denis's unique artistic style and I'm excited to immerse myself in this new cinematic experience.,"[0.8, 0.7, 0.4, 0.6, 0.3]","[0.85, 0.75, 0.6, 0.75, 0.25]"
853,"Okay, I have a table for 2 at Los Palillos Restaurant in San Rafael on March 1st at 5:45 pm, correct?","No, I need it for three people at five pm.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '3', 'time': 'five pm'}","Okay, I have a table for 2 at Los Palillos Restaurant in San Rafael on March 1st at 5:45 pm, correct?","No, I need it for three people at five pm.","[0.6, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.6, 0.4]"
854,What song?,If You Met Me First. Play it on the television.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {'playback_device': 'TV', 'song_name': 'If You Met Me First'}",What song do you want me to play for you?,I'd like to hear 'If You Met Me First'. Could you please play it on the television?,"[0.8, 0.6, 0.6, 0.7, 0.4]","[0.7, 0.6, 0.5, 0.8, 0.3]"
855,The station in Vegas is Union Plaza and the one in SFO is Salesforce transit center.,Explore more options please.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {}",The station in Vegas is Union Plaza and the one in SFO is Salesforce transit center.,Could you provide me with additional alternatives to consider?,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.4, 0.6, 0.8, 0.2]"
856,"Sure, which city would you like?",SFO please.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'SFO'}","Sure, which city would you like?",SFO please.,"[0.8, 0.7, 0.6, 0.5, 0.4]","[0.3, 0.4, 0.5, 0.6, 0.7]"
857,Should I play that now?,"Yes, definitely, with subtitles please.","Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {'subtitles': 'True'}",Should I play that now?,"Yes, definitely, with subtitles please.","[0.8, 0.6, 0.4, 0.4, 0.2]","[0.8, 0.6, 0.8, 0.6, 0.2]"
858,I got nothing else. What's next?,Find a funny Neil Burger flick then.,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'directed_by': 'Neil Burger', 'genre': 'funny'}",I got nothing else. What's next?,Find a funny Neil Burger flick then.,"[0.8, 0.3, 0.2, 0.4, 0.6]","[0.6, 0.2, 0.7, 0.6, 0.4]"
859,I have found 10 restaurants. There is a lovely restaurant in San Francisco called Amber.,Is there anything else?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {}",I have found 10 restaurants. There is a lovely restaurant in San Francisco called Amber.,Is there anything else? How about trying out a new fusion cuisine place in the city?,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.8, 0.3]"
860,Where do you want to stay?,At the Soho Garden Hotel.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'hotel_name': 'Soho Garden Hotel'}",Where would you like to stay during your trip?,I would prefer to stay at the Soho Garden Hotel.,"[0.6, 0.8, 0.4, 0.7, 0.2]","[0.7, 0.6, 0.5, 0.8, 0.3]"
861,Please confirm you're booking an appointment at Dukes and Dolls Salon on March 8th at 3:45 pm.,"Yes, that is correct. Where is the place located?","Service name: Services_1
Active intent: BookAppointment
Requested slots: street_address
Slot values: {}",Please confirm you're booking an appointment at Dukes and Dolls Salon on March 8th at 3:45 pm.,"Yes, that is correct. Where is the place located?","[0.5, 0.8, 0.4, 0.6, 0.3]","[0.6, 0.4, 0.4, 0.6, 0.5]"
862,I can't book your appointment. Do you need more help?,Try to see if something open at 15:15.,"Service name: Services_2
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '15 : 15'}",I can't book your appointment. Do you need more help?,Try to see if something open at 15:15.,"[0.6, 0.4, 0.2, 0.8, 0.3]","[0.8, 0.2, 0.7, 0.4, 0.1]"
863,Where does the trip begin and end and when?,Saturday this week I am traveling from Long Beach to LA.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'from_location': 'Long Beach', 'leaving_date': 'Saturday this week', 'to_location': 'LA'}","Where are you starting your trip from and where is your destination? Also, what is the departure time?","This Saturday, I'll be embarking on a journey from Long Beach to LA.","[0.8, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.5, 0.6, 0.75, 0.4]"
864,What date would you like to watch this movie?,I want to watch the movie on next Tuesday.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_date': 'next Tuesday'}",What day do you feel like going to see this movie?,I prefer to watch the movie on the upcoming Tuesday.,"[0.8, 0.7, 0.6, 0.5, 0.4]","[0.7, 0.6, 0.4, 0.8, 0.3]"
865,"OK, I found 1 movie. Do you want to watch The Curse of La Llorona?","Yes, I want to watch The Curse of La Llorona.","Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'The Curse of La Llorona'}","OK, I found 1 movie. Do you want to watch The Curse of La Llorona?","Yes, I want to watch The Curse of La Llorona.","[0.6, 0.8, 0.4, 0.5, 0.3]","[0.7, 0.4, 0.6, 0.7, 0.2]"
866,The appointment has been set.,What's the rating and phone number please?,"Service name: Services_3
Active intent: BookAppointment
Requested slots: average_rating, phone_number
Slot values: {}",The appointment has been set.,What's the rating and phone number please?,"[0.5, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.5, 0.7, 0.3]"
867,Your required reservation was successfully confirmed.,Thank you for your help. That's all for today.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",Your required reservation was successfully confirmed.,Thank you for your help. That's all for today.,"[0.5, 0.8, 0.3, 0.7, 0.2]","[0.6, 0.6, 0.4, 0.8, 0.1]"
868,What is your opinion on Delta Airlines which takes off at 5:50 am and returns at 11:55 am with ticket costing $120,Fine and i need to search for a staying house,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'airlines': 'Delta Airlines'}",What is your opinion on Delta Airlines which takes off at 5:50 am and returns at 11:55 am with ticket costing $120?,Fine and i need to search for a staying house,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.4, 0.2, 0.4, 0.6, 0.6]"
869,Do you prefer Star hotels? When is your anticipated check-in and check-out dates?,Please can you look if there is room available at Arthouse Hotel New York City. I can check in on 2nd of March and check out by 14th of this month.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': '2nd of March', 'check_out_date': '14th of this month', 'hotel_name': 'Arthouse Hotel New York City'}",Do you prefer to stay at luxurious Star hotels? When do you plan to arrive and depart?,Could you please check if there are any available rooms at the Arthouse Hotel in New York City? I intend to check in on the 2nd of March and check out by the 14th of this month.,"[0.5, 0.8, 0.4, 0.6, 0.2]","[0.7, 0.6, 0.3, 0.8, 0.4]"
870,Can I help you with anything else?,"No, thank you.","Service name: Restaurants_1
Active intent: 
Requested slots: 
Slot values: {}",Can I assist you further?,"No, thank you.","[0.6, 0.8, 0.4, 0.6, 0.2]","[0.2, 0.2, 0.2, 0.6, 0.8]"
871,Please confirm you're picking up a Standard car from Union Station on March 3rd at 3 pm and dropping it off on March 7th.,"Yes, that is correct.","Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {}",Please confirm you're picking up a Standard car from Union Station on March 3rd at 3 pm and dropping it off on March 7th.,"Yes, that is correct.","[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.9, 0.5, 0.8, 0.2]"
872,The destination of the flight you asked for is Seattle-Tacoma International Airport.,This flight seems nice to me. Can you help me to buy the ticket for the one-way flight?,"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {'airlines': 'Air Canada', 'outbound_departure_time': '[CLS]'}",The destination of the flight you asked for is Seattle-Tacoma International Airport.,This flight seems nice to me. Can you help me to buy the ticket for the one-way flight?,"[0.6, 0.8, 0.3, 0.4, 0.2]","[0.8, 0.4, 0.7, 0.6, 0.3]"
873,Yes the Dodgers Vs Diamondbacks is on March 12th at Dodger Stadium . It starts at 7 pm.,"Thanks, that sounds good.","Service name: Events_1
Active intent: FindEvents
Requested slots: 
Slot values: {'date': 'March 12th', 'event_name': 'Dodgers Vs Diamondbacks'}","Yes, the Dodgers Vs Diamondbacks is on March 12th at Dodger Stadium. It starts at 7 pm.","Thanks, that sounds good.","[0.4, 0.6, 0.2, 0.6, 0.2]","[0.4, 0.2, 0.4, 0.6, 0.2]"
874,Is there anything else I can help you with?,No. I appreciate your help.,"Service name: Flights_2
Active intent: 
Requested slots: 
Slot values: {}",Is there anything else I can assist you with?,"No, I am grateful for your assistance.","[0.6, 0.8, 0.2, 0.6, 0.4]","[0.7, 0.6, 0.4, 0.8, 0.2]"
875,Leaving March 6th? Departure city?,Leaving Washington later today.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_date': 'later today', 'origin': 'Washington'}",Leaving March 6th? Departure city?,Leaving Washington later today.,"[0.5, 0.7, 0.3, 0.6, 0.4]","[0.8, 0.4, 0.6, 0.7, 0.2]"
876,Do you want me to book you a table?,Not right now. Are there any salons there?,"Service name: Restaurants_1
Active intent: 
Requested slots: 
Slot values: {}",Do you want me to book you a table?,Not right now. Are there any salons there?,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.4, 0.6, 0.7, 0.4]"
877,Can I do anything else for you?,"No, thanks. It's all for today","Service name: RideSharing_1
Active intent: 
Requested slots: 
Slot values: {}",Can I assist you with anything else?,"No, thanks. It's all for today","[0.8, 0.7, 0.6, 0.75, 0.45]","[0.35, 0.5, 0.4, 0.6, 0.65]"
878,You have 10. First off it 6:40 am with 1 transfer for $68.,"Nice, thanks for it.","Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'leaving_time': '6 : 40 am'}",You have a 6:40 am appointment with one transfer for $68.,"Nice, thanks for arranging it.","[0.6, 0.7, 0.4, 0.5, 0.3]","[0.4, 0.3, 0.6, 0.7, 0.2]"
879,What kind of event?,I want to hear Music.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Music'}",What kind of event?,I want to hear Music.,"[0.8, 0.6, 0.4, 0.2, 0.3]","[0.9, 0.4, 0.6, 0.7, 0.2]"
880,Your visit is scheduled!,"Thanks, can you find me a cab too.","Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}",Your visit is scheduled!,Thank you! Can you also assist me in arranging a taxi?,"[0.5, 0.7, 0.2, 0.4, 0.6]","[0.8, 0.6, 0.5, 0.7, 0.3]"
881,"Okay, Do you like Dumbo, Hellboy or Pet Sematary?","I like pet Sematary movie, Which time can i watch that movie? I want to watch a regular show, i want to watch it on the 1st","Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_type': 'regular', 'movie_name': 'Pet Sematary', 'show_date': 'the 1st'}","Okay, Do you like Dumbo, Hellboy or Pet Sematary?","I like Pet Sematary movie. Which time can I watch that movie? I want to watch a regular show, and I prefer to watch it on the 1st","[0.5, 0.25, 0.25, 0.75, 0.0]","[0.75, 0.25, 0.5, 0.75, 0.0]"
882,Should I use the checking or savings account? How much do you want to transfer and to whom?,Transfer $1350 to Maria from my savings account to hers.,"Service name: Banks_1
Active intent: TransferMoney
Requested slots: 
Slot values: {'account_type': 'savings', 'recipient_account_type': 'savings', 'amount': '$ 1350', 'recipient_account_name': 'Maria'}",Should I use the checking or savings account? How much do you want to transfer and to whom?,Transfer $1350 to Maria from my savings account to hers.,"[0.6, 0.8, 0.4, 0.7, 0.2]","[0.8, 0.6, 0.7, 0.8, 0.4]"
883,The bus arrives at Union Plaza.,"Ok, great. I'd like to book the flight now please.","Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {'airlines': 'Delta Airlines', 'departure_date': '[CLS]', 'destination_city': '[CLS]', 'origin_city': '[CLS]', 'outbound_departure_time': '[CLS]'}",The bus arrives at Union Plaza.,"Ok, great. I'd like to book the flight now please.","[0.5, 0.75, 0.25, 0.5, 0.25]","[0.75, 0.5, 0.25, 0.5, 0.25]"
884,,I would like to buy tickets to an event.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,I would like to buy tickets to an event.,"[0.7, 0.6, 0.5, 0.4, 0.3]","[0.6, 0.4, 0.5, 0.6, 0.3]"
885,Your cab is confirmed and on it's way.,Thank you for the assistance.,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}",Your cab is confirmed and on its way.,Thank you for the assistance.,"[0.5, 0.8, 0.3, 0.5, 0.2]","[0.4, 0.7, 0.4, 0.6, 0.3]"
886,I've got 10 matches here - how about a 1 star? Amsterdam Hostel San Francisco has good reviews.,"Yeah, I need a reservation for 2 days.","Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'hotel_name': 'Amsterdam Hostel San Francisco', 'number_of_days': '2'}",I've got 10 matches here - how about a 1 star? Amsterdam Hostel San Francisco has good reviews.,"Yeah, I need a reservation for 2 days.","[0.6, 0.4, 0.4, 0.6, 0.2]","[0.4, 0.6, 0.4, 0.4, 0.6]"
887,It leaves the Union Station.,"Okay, cool. That will be all for now.","Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_time': '[CLS]'}",It leaves the Union Station.,"Okay, cool. That will be all for now.","[0.5, 0.8, 0.2, 0.4, 0.6]","[0.6, 0.4, 0.4, 0.6, 0.3]"
888,Sure thing. Hotel Mumbai suit your fancy?,I love Hotel Mumbai.,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'title': 'Hotel Mumbai'}",Sure thing. Does the luxurious atmosphere of Hotel Mumbai appeal to you?,I love Hotel Mumbai.,"[0.7, 0.8, 0.6, 0.7, 0.4]","[0.6, 0.5, 0.8, 0.7, 0.3]"
889,it went through,thanks a lot,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",it went through,thanks a lot,"[0.5, 0.5, 0.0, 0.0, 0.5]","[0.0, 0.5, 0.0, 0.5, 0.0]"
