id,system,user,intent,new_system,new_user,system_bf,user_bf,system_bert_bf,user_bert_bf,system_residual,user_residual
892,There is missing link.,Yes missing link is perfect. I would like to find an attraction like a museum.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'missing link'}",There is missing link.,"Yes, finding the missing link feels just right. I'm thinking of exploring a museum for an intriguing experience.","[0.4, 0.6, 0.2, 0.3, 0.5]","[0.7, 0.4, 0.6, 0.7, 0.3]","[0.16272035241127014, 0.21883434057235718, 0.20153085887432098, 0.16793888807296753, 0.2489755004644394]","[0.16155481338500977, 0.25370293855667114, 0.19010944664478302, 0.18201109766960144, 0.21262171864509583]","[0.23727964758872988, 0.3811656594276428, -0.0015308588743209728, 0.13206111192703246, 0.2510244995355606]","[0.5384451866149902, 0.14629706144332888, 0.40989055335521696, 0.5179889023303985, 0.08737828135490416]"
893,When would you like to leave the hotel?,I want to stay until the 12th of this month.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_out_date': '12th of this month'}",When would you like to leave the hotel?,I want to stay until the 12th of this month.,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.4, 0.8, 0.2]","[0.17093004286289215, 0.24363937973976135, 0.17704540491104126, 0.18644873797893524, 0.2219364494085312]","[0.16286993026733398, 0.2420932948589325, 0.1808232069015503, 0.1871977597475052, 0.22701580822467804]","[0.6290699571371079, 0.3563606202602386, 0.22295459508895876, 0.41355126202106474, -0.021936449408531178]","[0.437130069732666, 0.15790670514106753, 0.21917679309844973, 0.6128022402524949, -0.02701580822467803]"
894,,Can you find round trip flights?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}",Can you find round trip flights?,"Sure, I can help you with that! Let me search for the best round trip flights for you.","[0.6, 0.7, 0.4, 0.5, 0.3]","[0.8, 0.6, 0.7, 0.8, 0.4]","[0.16346389055252075, 0.2479037046432495, 0.1795254647731781, 0.18763302266597748, 0.22147390246391296]","[0.1602756679058075, 0.25232380628585815, 0.19301797449588776, 0.18532174825668335, 0.20906071364879608]","[0.4365361094474792, 0.45209629535675044, 0.22047453522682192, 0.3123669773340225, 0.07852609753608703]","[0.6397243320941925, 0.3476761937141418, 0.5069820255041122, 0.6146782517433167, 0.19093928635120394]"
895,"Sorry, I couldn't get that ticket. You can get a bus at 3:40 pm that costs $39.",That sounds great to me.,"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'leaving_time': '3 : 40 pm'}","Sorry, I couldn't get that ticket. You can get a bus at 3:40 pm that costs $39.",That sounds great to me.,"[0.5, 0.6, 0.4, 0.3, 0.7]","[0.7, 0.4, 0.6, 0.7, 0.2]","[0.14868366718292236, 0.25397565960884094, 0.18392612040042877, 0.1805679351091385, 0.23284664750099182]","[0.1604556292295456, 0.22958959639072418, 0.1960463523864746, 0.18485771119594574, 0.22905077040195465]","[0.35131633281707764, 0.34602434039115904, 0.21607387959957125, 0.1194320648908615, 0.46715335249900813]","[0.5395443707704544, 0.17041040360927584, 0.40395364761352537, 0.5151422888040542, -0.02905077040195464]"
896,The movie is playing.,Thanks. Will you make a reservation at a restaurant nearby?,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}",The movie is playing.,Thank you. Would you mind reserving a table at a restaurant close by?,"[0.8, 0.6, 0.4, 0.5, 0.3]","[0.7, 0.4, 0.6, 0.7, 0.2]","[0.17173156142234802, 0.2317018210887909, 0.19878864288330078, 0.17207404971122742, 0.2257038801908493]","[0.15947182476520538, 0.25441545248031616, 0.19662222266197205, 0.17191345989704132, 0.2175770252943039]","[0.628268438577652, 0.3682981789112091, 0.20121135711669924, 0.3279259502887726, 0.07429611980915068]","[0.5405281752347946, 0.14558454751968386, 0.40337777733802793, 0.5280865401029586, -0.017577025294303883]"
897,I found 1 soccer event. Republic Vs Toros is occuring at Papa Murphy's Park.,What time is the game?,"Service name: Events_2
Active intent: FindEvents
Requested slots: time
Slot values: {}",I found 1 soccer event. Republic Vs Toros is occuring at Papa Murphy's Park.,What time is the game?,"[0.5, 0.75, 0.4, 0.6, 0.3]","[0.6, 0.4, 0.5, 0.65, 0.35]","[0.15981309115886688, 0.2532076835632324, 0.17844650149345398, 0.1819523274898529, 0.226580411195755]","[0.17596043646335602, 0.2287278175354004, 0.18582741916179657, 0.18564561009407043, 0.2238387018442154]","[0.3401869088411331, 0.4967923164367676, 0.22155349850654604, 0.4180476725101471, 0.07341958880424498]","[0.42403956353664396, 0.17127218246459963, 0.31417258083820343, 0.4643543899059296, 0.12616129815578458]"
898,Any preference on the type of food?,Some american food will be great!,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'american'}",Any preference on the type of food?,Some American food will be great!,"[0.6, 0.4, 0.3, 0.7, 0.2]","[0.7, 0.4, 0.6, 0.8, 0.1]","[0.16919955611228943, 0.22724559903144836, 0.19907666742801666, 0.17535972595214844, 0.2291184812784195]","[0.15477682650089264, 0.24975170195102692, 0.18742306530475616, 0.18252594769001007, 0.22552239894866943]","[0.43080044388771055, 0.17275440096855166, 0.10092333257198333, 0.5246402740478515, -0.029118481278419484]","[0.5452231734991073, 0.1502482980489731, 0.4125769346952438, 0.61747405230999, -0.12552239894866943]"
899,Your one-way ticket has been confirmed. The destination for that flight is SFO International Airport.,What airport does it leave from? What time does the flight arrive?,"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: origin_airport, outbound_arrival_time
Slot values: {}",Your one-way ticket has been confirmed. The destination for that flight is SFO International Airport.,What airport does it leave from? What time does the flight arrive?,"[0.8, 0.7, 0.4, 0.6, 0.3]","[0.6, 0.5, 0.7, 0.8, 0.4]","[0.15853020548820496, 0.23945800960063934, 0.19134970009326935, 0.18286578357219696, 0.22779619693756104]","[0.15957671403884888, 0.24730011820793152, 0.17264650762081146, 0.192914679646492, 0.22756198048591614]","[0.6414697945117951, 0.4605419903993606, 0.20865029990673067, 0.417134216427803, 0.07220380306243895]","[0.4404232859611511, 0.2526998817920685, 0.5273534923791885, 0.607085320353508, 0.17243801951408388]"
900,May I recommend the Place of Worship called American Church in Paris.,"Okay, great. check when I have free time on March 13th.","Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': 'March 13th'}",May I recommend the Place of Worship called American Church in Paris.,"Okay, great. Could you please check for me when I have free time on March 13th?","[0.8, 0.7, 0.4, 0.6, 0.3]","[0.6, 0.6, 0.4, 0.7, 0.4]","[0.1615176498889923, 0.25250887870788574, 0.1905396580696106, 0.1796019822359085, 0.21583181619644165]","[0.15721619129180908, 0.24211877584457397, 0.1949131041765213, 0.1915595382452011, 0.21419233083724976]","[0.6384823501110077, 0.4474911212921142, 0.20946034193038943, 0.42039801776409147, 0.08416818380355834]","[0.4427838087081909, 0.357881224155426, 0.20508689582347872, 0.5084404617547988, 0.18580766916275027]"
901,,When can I watch it?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {}",When can I watch it?,I can't wait to watch it! When can I catch the show?,"[0.5, 0.5, 0.2, 0.4, 0.6]","[0.8, 0.7, 0.6, 0.8, 0.3]","[0.15990453958511353, 0.24801313877105713, 0.17207296192646027, 0.1876063197851181, 0.2324030101299286]","[0.1593945324420929, 0.24634529650211334, 0.17954890429973602, 0.18781469762325287, 0.22689658403396606]","[0.3400954604148865, 0.25198686122894287, 0.027927038073539745, 0.21239368021488192, 0.3675969898700714]","[0.6406054675579071, 0.4536547034978866, 0.42045109570026395, 0.6121853023767472, 0.07310341596603392]"
902,Your reservation is all set and ready to go.,"Thanks, I will also need transportation there.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",Your reservation is all set and ready to go.,"Thanks, I will also need transportation there.","[0.8, 0.9, 0.4, 0.6, 0.2]","[0.7, 0.4, 0.5, 0.7, 0.3]","[0.1704934686422348, 0.24274076521396637, 0.1843278557062149, 0.19514816999435425, 0.20728978514671326]","[0.15420207381248474, 0.22654731571674347, 0.19502489268779755, 0.18375086784362793, 0.24047492444515228]","[0.6295065313577652, 0.6572592347860337, 0.21567214429378512, 0.40485183000564573, -0.007289785146713246]","[0.5457979261875152, 0.17345268428325655, 0.30497510731220245, 0.516249132156372, 0.059525075554847706]"
903,"I've got a list of 10 places that you might like. First off, there's a Park called Balboa Park.",Okay. When do I have free time?,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}","I've got a list of 10 places that you might like. First off, there's a Park called Balboa Park.",Okay. When do I have free time?,"[0.7, 0.8, 0.6, 0.5, 0.4]","[0.3, 0.2, 0.4, 0.5, 0.6]","[0.14970603585243225, 0.25662973523139954, 0.19144102931022644, 0.18059921264648438, 0.22162391245365143]","[0.16403549909591675, 0.22242514789104462, 0.21152569353580475, 0.18375656008720398, 0.21825703978538513]","[0.5502939641475677, 0.5433702647686005, 0.40855897068977354, 0.3194007873535156, 0.1783760875463486]","[0.13596450090408324, -0.022425147891044606, 0.18847430646419527, 0.316243439912796, 0.38174296021461485]"
904,Do you need anything else?,What about the weather there on March 7th,"Service name: Weather_1
Active intent: GetWeather
Requested slots: 
Slot values: {'city': '[CLS]', 'date': 'March 7th'}",Do you need anything else?,What about the weather there on March 7th?,"[0.4, 0.6, 0.2, 0.5, 0.3]","[0.6, 0.2, 0.8, 0.4, 0.1]","[0.16677410900592804, 0.24024511873722076, 0.19498728215694427, 0.18086236715316772, 0.21713107824325562]","[0.16608159244060516, 0.23531417548656464, 0.19630156457424164, 0.17850716412067413, 0.22379553318023682]","[0.23322589099407198, 0.3597548812627792, 0.005012717843055736, 0.3191376328468323, 0.08286892175674437]","[0.4339184075593948, -0.035314175486564625, 0.6036984354257584, 0.2214928358793259, -0.12379553318023681]"
905,I reserved your seat.,Thank you very much. Are there any fun things to see around Vancouver?,"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}",I reserved your seat.,Thank you very much. Are there any fun things to see around Vancouver?,"[0.5, 0.75, 0.25, 0.5, 0.25]","[0.75, 0.5, 0.5, 0.75, 0.0]","[0.16849198937416077, 0.23524680733680725, 0.17813080549240112, 0.17780940234661102, 0.24032102525234222]","[0.15544667840003967, 0.24039824306964874, 0.18906761705875397, 0.1825932413339615, 0.23249422013759613]","[0.33150801062583923, 0.5147531926631927, 0.07186919450759888, 0.322190597653389, 0.009678974747657776]","[0.5945533215999603, 0.25960175693035126, 0.31093238294124603, 0.5674067586660385, -0.23249422013759613]"
906,"There are 4 cars. Seattle-Tacoma International Airport on March 7th there's a Honda Civic, a Standard car.","Yes, I like this one!","Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'pickup_location': 'Seattle - Tacoma International Airport'}","There are 4 cars. Seattle-Tacoma International Airport on March 7th there's a Honda Civic, a Standard car.","Yes, I like this one!","[0.6, 0.8, 0.4, 0.2, 0.3]","[0.8, 0.4, 0.6, 0.8, 0.2]","[0.15695396065711975, 0.2453744113445282, 0.1982617974281311, 0.18393820524215698, 0.21547169983386993]","[0.16657687723636627, 0.23709872364997864, 0.1846814602613449, 0.19078509509563446, 0.22085779905319214]","[0.4430460393428802, 0.5546255886554718, 0.20173820257186892, 0.01606179475784303, 0.08452830016613005]","[0.6334231227636338, 0.16290127635002138, 0.41531853973865507, 0.6092149049043656, -0.020857799053192128]"
907,How many bedrooms?,I need two bedrooms.,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'number_of_beds': '2'}",How many bedrooms?,I need two bedrooms.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.7, 0.6, 0.5, 0.7, 0.3]","[0.1571391224861145, 0.24404597282409668, 0.19164389371871948, 0.17626214027404785, 0.23090876638889313]","[0.16523237526416779, 0.23991629481315613, 0.19163177907466888, 0.17661063373088837, 0.2266089916229248]","[0.4428608775138855, 0.5559540271759034, 0.20835610628128054, 0.4237378597259521, -0.030908766388893116]","[0.5347676247358322, 0.36008370518684385, 0.3083682209253311, 0.5233893662691116, 0.07339100837707518]"
908,I am going on a vacation to Dallas Texas with six of my friends so there will be seven of us. We are getting a hotel and most likely checking out Saturday the next morning.,"I am planning a trip to London, UK. We are arriving the 1st and we are leaving on the 8th. its going to be just four of us and it should be fun.","Service name: Hotels_2
Active intent: BookHouse
Requested slots: 
Slot values: {'number_of_adults': '4', 'check_out_date': 'the 8th', 'where_to': 'London , UK'}",I am going on a vacation to Dallas Texas with six of my friends so there will be seven of us. We are getting a hotel and most likely checking out Saturday the next morning.,"I am planning a trip to London, UK. We are arriving the 1st and we are leaving on the 8th. its going to be just four of us and it should be fun.","[0.6, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.6, 0.6, 0.8, 0.4]","[0.1519424021244049, 0.25020408630371094, 0.19570395350456238, 0.1749935895204544, 0.22715598344802856]","[0.15445105731487274, 0.2574295103549957, 0.19166314601898193, 0.1787043809890747, 0.21775197982788086]","[0.44805759787559507, 0.5497959136962891, 0.20429604649543764, 0.42500641047954557, -0.027155983448028553]","[0.6455489426851273, 0.34257048964500425, 0.40833685398101804, 0.6212956190109253, 0.18224802017211916]"
909,"What type of doctor are you looking for? For example, Ophthalmologist, Dermatologist, or another type?",I am looking for a General Practitioner. Please find someone in Pleasant Hill.,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'type': 'General Practitioner', 'city': 'Pleasant Hill'}","What kind of doctor are you interested in? Maybe an Ophthalmologist, a Dermatologist, or someone else?",I'm searching for a General Practitioner in Pleasant Hill.,"[0.8, 0.6, 0.4, 0.6, 0.3]","[0.7, 0.7, 0.4, 0.7, 0.4]","[0.15422576665878296, 0.2409915179014206, 0.19307592511177063, 0.19282591342926025, 0.21888084709644318]","[0.15600092709064484, 0.24153068661689758, 0.1821543127298355, 0.1862306445837021, 0.23408350348472595]","[0.6457742333412171, 0.3590084820985794, 0.2069240748882294, 0.4071740865707397, 0.08111915290355681]","[0.5439990729093551, 0.4584693133831024, 0.2178456872701645, 0.5137693554162979, 0.16591649651527407]"
910,"Okay, so you want 4 tickets for the Giants Vs Cardinals game, right?","Yup, that's right.","Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}","Okay, so you want 4 tickets for the Giants Vs Cardinals game, right?","Yup, that's right.","[0.2, 0.8, 0.4, 0.6, 0.3]","[0.6, 0.4, 0.6, 0.8, 0.2]","[0.1613050103187561, 0.2470991462469101, 0.1916065216064453, 0.19524671137332916, 0.20474253594875336]","[0.16609153151512146, 0.24886871874332428, 0.17953820526599884, 0.192030668258667, 0.2134709507226944]","[0.03869498968124391, 0.55290085375309, 0.2083934783935547, 0.4047532886266708, 0.09525746405124663]","[0.4339084684848785, 0.15113128125667574, 0.42046179473400114, 0.607969331741333, -0.013470950722694386]"
911,The song Sorry has started playing on kitchen speaker.,Thank you. That is all I need.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {}",The song Sorry has started playing on kitchen speaker.,Thank you. That is all I need.,"[0.6, 0.7, 0.4, 0.5, 0.3]","[0.4, 0.3, 0.6, 0.5, 0.7]","[0.1609714776277542, 0.22647514939308167, 0.19493024051189423, 0.19085516035556793, 0.22676801681518555]","[0.17068061232566833, 0.2370583862066269, 0.18930503726005554, 0.1802840381860733, 0.22267189621925354]","[0.43902852237224577, 0.4735248506069183, 0.2050697594881058, 0.30914483964443207, 0.07323198318481444]","[0.2293193876743317, 0.0629416137933731, 0.41069496273994444, 0.3197159618139267, 0.4773281037807464]"
912,Okay! your booking is confirmed.,"So, how much they charge per night?","Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: price_per_night
Slot values: {}",Okay! your booking is confirmed.,"So, how much they charge per night?","[0.5, 0.8, 0.3, 0.6, 0.4]","[0.6, 0.4, 0.4, 0.5, 0.5]","[0.17478881776332855, 0.22030889987945557, 0.19337818026542664, 0.17913371324539185, 0.2323903888463974]","[0.15843039751052856, 0.24037988483905792, 0.20251262187957764, 0.18881459534168243, 0.20986245572566986]","[0.32521118223667145, 0.5796911001205445, 0.10662181973457335, 0.42086628675460813, 0.16760961115360262]","[0.4415696024894714, 0.1596201151609421, 0.19748737812042239, 0.31118540465831757, 0.29013754427433014]"
913,"I found 1 showtime for Pillow Talk in Stanford Theatre, at 7:30 pm.",What's the location of the theater? What will a ticket cost me?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: price, street_address
Slot values: {}","I found 1 showtime for Pillow Talk in Stanford Theatre, at 7:30 pm.","Could you please provide me with the address of the theater? Also, do you happen to know the price of a ticket?","[0.7, 0.8, 0.6, 0.4, 0.3]","[0.6, 0.4, 0.5, 0.7, 0.2]","[0.15757140517234802, 0.25099486112594604, 0.18552014231681824, 0.18295983970165253, 0.222953662276268]","[0.15385891497135162, 0.23651233315467834, 0.20570826530456543, 0.1854761689901352, 0.2184443473815918]","[0.5424285948276519, 0.549005138874054, 0.41447985768318174, 0.2170401602983475, 0.07704633772373198]","[0.44614108502864835, 0.16348766684532168, 0.29429173469543457, 0.5145238310098648, -0.018444347381591786]"
914,Its located at 89 South Street and it starts at 7 pm.,That sounds awesome. I would like 2 tickets to it on the 12th.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_tickets': '2', 'date': 'the 12th', 'event_name': '[CLS]'}",Its located at 89 South Street and it starts at 7 pm.,That sounds awesome. I would like 2 tickets to it on the 12th.,"[0.7, 0.6, 0.4, 0.6, 0.3]","[0.6, 0.5, 0.6, 0.7, 0.4]","[0.15568381547927856, 0.24706730246543884, 0.1836046725511551, 0.17490583658218384, 0.23873832821846008]","[0.16185100376605988, 0.24123524129390717, 0.17361293733119965, 0.18851208686828613, 0.234788715839386]","[0.5443161845207214, 0.35293269753456114, 0.21639532744884493, 0.42509416341781614, 0.061261671781539906]","[0.4381489962339401, 0.25876475870609283, 0.42638706266880033, 0.5114879131317138, 0.16521128416061404]"
915,"Okay, you'll be checking in on March 7th? And how many days will you be staying?",I want to check in on the 12th of March and stay for one day.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': '12th of March', 'number_of_days': 'one'}","Okay, you'll be checking in on March 7th? And how many days will you be staying?",I want to check in on the 12th of March and stay for one day.,"[0.4, 0.8, 0.2, 0.6, 0.2]","[0.6, 0.4, 0.4, 0.4, 0.4]","[0.15477287769317627, 0.24866661429405212, 0.18987828493118286, 0.18417954444885254, 0.22250263392925262]","[0.1690790206193924, 0.23203769326210022, 0.182559534907341, 0.1835925132036209, 0.23273125290870667]","[0.24522712230682375, 0.5513333857059479, 0.01012171506881715, 0.41582045555114744, -0.022502633929252613]","[0.4309209793806076, 0.1679623067378998, 0.21744046509265902, 0.2164074867963791, 0.16726874709129336]"
916,,Can you help me find one-way flights from New York to Philadelphia? I would like to travel in Premium Economy.,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'seating_class': 'Premium Economy', 'destination_city': 'Philadelphia', 'origin_city': 'New York'}","Sure, I can assist you with that. Let me check the available options for you. Please wait a moment.",Can you help me find one-way flights from New York to Philadelphia? I would like to travel in Premium Economy.,"[0.8, 0.7, 0.6, 0.8, 0.4]","[0.6, 0.8, 0.4, 0.6, 0.6]","[0.15843342244625092, 0.24539978802204132, 0.19201427698135376, 0.18751201033592224, 0.21664045751094818]","[0.16173286736011505, 0.23783357441425323, 0.18784919381141663, 0.19015491008758545, 0.22242948412895203]","[0.6415665775537491, 0.45460021197795863, 0.4079857230186462, 0.6124879896640778, 0.18335954248905184]","[0.4382671326398849, 0.5621664255857468, 0.2121508061885834, 0.40984508991241453, 0.37757051587104795]"
917,Do you want me to book that ticket?,"No, just looking. That's all for now.","Service name: Buses_2
Active intent: 
Requested slots: 
Slot values: {}",Do you want me to book that ticket?,"No, just looking. That's all for now.","[0.5, 0.8, 0.4, 0.6, 0.3]","[0.6, 0.3, 0.4, 0.6, 0.2]","[0.165200874209404, 0.24049875140190125, 0.1949968785047531, 0.18525661528110504, 0.21404683589935303]","[0.15759970247745514, 0.25161266326904297, 0.19687402248382568, 0.18531155586242676, 0.20860210061073303]","[0.334799125790596, 0.5595012485980988, 0.2050031214952469, 0.41474338471889494, 0.08595316410064696]","[0.44240029752254484, 0.04838733673095702, 0.20312597751617434, 0.4146884441375732, -0.008602100610733021]"
918,Reviews say it is a nice place to take your kids. Their phone number is 503-228-8131.,Ok. Thanks for the help. That's all for now.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}",Reviews say it is a nice place to take your kids. Their phone number is 503-228-8131.,Ok. Thanks for the help. That's all for now.,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.4, 0.6, 0.3, 0.7, 0.2]","[0.15700531005859375, 0.24741427600383759, 0.18876130878925323, 0.18512044847011566, 0.22169865667819977]","[0.16273584961891174, 0.2502424716949463, 0.18821454048156738, 0.18271027505397797, 0.216096892952919]","[0.34299468994140625, 0.3525857239961624, 0.2112386912107468, 0.5148795515298843, 0.07830134332180022]","[0.23726415038108828, 0.3497575283050537, 0.1117854595184326, 0.517289724946022, -0.016096892952918995]"
919,How about the Arab world institute that's at the performing arts venue,"What else is there, and can you make sure it's child-friendly","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'good_for_kids': 'True'}",How about the Arab world institute that's at the performing arts venue,"What else is there, and can you make sure it's child-friendly","[0.8, 0.6, 0.6, 0.6, 0.4]","[0.6, 0.4, 0.4, 0.8, 0.2]","[0.16120167076587677, 0.2489824742078781, 0.18581926822662354, 0.18223582208156586, 0.2217608094215393]","[0.16759204864501953, 0.24457038938999176, 0.17512987554073334, 0.19048179686069489, 0.22222577035427094]","[0.6387983292341233, 0.35101752579212187, 0.41418073177337644, 0.4177641779184341, 0.17823919057846072]","[0.43240795135498045, 0.15542961061000826, 0.22487012445926668, 0.6095182031393052, -0.022225770354270924]"
920,Would you like me to purchase tickets for you?,"No, thank you. Can you search for roundtrip flights for me?","Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}",Would you like me to purchase tickets for you?,"No, thank you. Can you search for roundtrip flights for me?","[0.5, 0.6, 0.4, 0.7, 0.3]","[0.6, 0.4, 0.5, 0.7, 0.3]","[0.16692335903644562, 0.23956382274627686, 0.20225055515766144, 0.19413919746875763, 0.19712312519550323]","[0.15402564406394958, 0.2530217468738556, 0.19715936481952667, 0.18968996405601501, 0.2061033397912979]","[0.3330766409635544, 0.3604361772537231, 0.19774944484233858, 0.5058608025312423, 0.10287687480449675]","[0.4459743559360504, 0.14697825312614443, 0.3028406351804733, 0.5103100359439849, 0.09389666020870208]"
921,"Sure! The event is taking place from March 1st and will continue for 6 days. This event, Roy Ayers will take place at Blue Note Napa.",Oh! Is it so? Where it is located?,"Service name: Events_2
Active intent: GetEventDates
Requested slots: venue_address
Slot values: {}","Sure! The event is taking place from March 1st and will continue for 6 days. This event, Roy Ayers will take place at Blue Note Napa.",Oh! Is it so? Where it is located?,"[0.8, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.6, 0.4]","[0.14685198664665222, 0.2420317381620407, 0.205755352973938, 0.18235354125499725, 0.22300739586353302]","[0.1566433310508728, 0.23992502689361572, 0.18908195197582245, 0.1880761981010437, 0.2262735217809677]","[0.6531480133533478, 0.5579682618379593, 0.19424464702606203, 0.4176464587450027, -0.02300739586353301]","[0.4433566689491272, 0.1600749731063843, 0.41091804802417753, 0.4119238018989563, 0.1737264782190323]"
922,Which city are you departing from and what is the traveling date?,I need to start on Sunday this week and please search for flights from SF,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'departure_date': 'Sunday this week', 'origin': 'SF'}",Which city are you departing from and what is the traveling date?,I need to start on Sunday this week and please search for flights from SF,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.8, 0.4]","[0.16959024965763092, 0.2357686161994934, 0.1933499574661255, 0.18060019612312317, 0.2206910103559494]","[0.15794777870178223, 0.2408556491136551, 0.1874559223651886, 0.19536954164505005, 0.21837107837200165]","[0.43040975034236906, 0.5642313838005066, 0.20665004253387453, 0.4193998038768768, -0.02069101035594939]","[0.44205222129821775, 0.15914435088634493, 0.4125440776348114, 0.60463045835495, 0.18162892162799837]"
923,How about if I get you a ticket?,"No, I don't want that.","Service name: Events_1
Active intent: 
Requested slots: 
Slot values: {}",How about if I get you a ticket?,"No, I don't want that.","[0.5, 0.8, 0.4, 0.3, 0.6]","[0.3, 0.2, 0.4, 0.2, 0.7]","[0.156566321849823, 0.25107771158218384, 0.19357669353485107, 0.18253324925899506, 0.21624603867530823]","[0.16239285469055176, 0.24851511418819427, 0.18415336310863495, 0.19046446681022644, 0.21447411179542542]","[0.343433678150177, 0.5489222884178162, 0.20642330646514895, 0.11746675074100493, 0.38375396132469175]","[0.13760714530944823, -0.048515114188194264, 0.21584663689136507, 0.00953553318977357, 0.48552588820457454]"
924,I regret to inform you that I was not able to make the booking. Would you need anything else.,Can you try again for 14:30 on the 12th? I really need to visit a doctor.,"Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_date': 'the 12th', 'appointment_time': '14 : 30'}",I regret to inform you that I was not able to make the booking. Would you need anything else?,Can you try again for 14:30 on the 12th? I really need to visit a doctor.,"[0.5, 0.25, 0.0, 0.25, 0.75]","[0.75, 0.5, 0.5, 0.75, 0.25]","[0.1616065800189972, 0.24341297149658203, 0.1870320439338684, 0.1878487467765808, 0.22009959816932678]","[0.15756723284721375, 0.24633672833442688, 0.1943047046661377, 0.1835402250289917, 0.2182510644197464]","[0.3383934199810028, 0.006587028503417969, -0.1870320439338684, 0.06215125322341919, 0.5299004018306732]","[0.5924327671527863, 0.2536632716655731, 0.3056952953338623, 0.5664597749710083, 0.0317489355802536]"
925,"There are 5 movies that are available are fit your preferences. Would you like After, Pillow Talk or Say Anything?",Are there other ones available?,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {}","There are 5 movies that are available are fit your preferences. Would you like After, Pillow Talk or Say Anything?",Are there other ones available?,"[0.8, 0.6, 0.4, 0.7, 0.3]","[0.3, 0.4, 0.5, 0.3, 0.6]","[0.16314560174942017, 0.24916881322860718, 0.18467918038368225, 0.18236452341079712, 0.22064192593097687]","[0.16019432246685028, 0.23727060854434967, 0.18637093901634216, 0.16722367703914642, 0.24894045293331146]","[0.6368543982505799, 0.3508311867713928, 0.21532081961631777, 0.5176354765892028, 0.07935807406902312]","[0.1398056775331497, 0.16272939145565035, 0.31362906098365784, 0.13277632296085357, 0.3510595470666885]"
926,How many do you want?,Two tickets please.,"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_seats': '2'}",How many tickets would you like to purchase?,"I'd like to buy two tickets, please.","[0.6, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.6, 0.6, 0.6, 0.4]","[0.17475788295269012, 0.2393854409456253, 0.1904047727584839, 0.18758119642734528, 0.20787064731121063]","[0.16275082528591156, 0.23557893931865692, 0.19768662750720978, 0.20460127294063568, 0.19938236474990845]","[0.42524211704730985, 0.5606145590543747, 0.20959522724151614, 0.4124188035726547, -0.007870647311210621]","[0.4372491747140884, 0.36442106068134306, 0.4023133724927902, 0.3953987270593643, 0.20061763525009157]"
